rank,sigma,log10_sigma
156,6.204696503582108e-01,-0.207279
157,6.202937451467323e-01,-0.207403
158,6.202937451467322e-01,-0.207403
159,6.202349707059048e-01,-0.207444
160,6.202349707059048e-01,-0.207444
161,6.201761263159683e-01,-0.207485
162,6.201761263159681e-01,-0.207485
163,5.114069362620191e-01,-0.291233
164,5.114069362620181e-01,-0.291233
165,5.113739482651338e-01,-0.291261
166,5.113739482651337e-01,-0.291261
167,5.113410152212935e-01,-0.291289
168,5.113410152212935e-01,-0.291289
169,5.112425442512523e-01,-0.291373
170,5.112425442512518e-01,-0.291373
171,5.111771688617835e-01,-0.291429
172,5.111771688617832e-01,-0.291429
173,5.110146732303401e-01,-0.291567
174,5.110146732303400e-01,-0.291567
175,5.109178163666526e-01,-0.291649
176,5.109178163666523e-01,-0.291649
177,5.106936594259299e-01,-0.291840
178,5.106936594259297e-01,-0.291840
179,5.105667130434387e-01,-0.291948
180,5.105667130434385e-01,-0.291948
181,5.102840690920526e-01,-0.292188
182,5.102840690920524e-01,-0.292188
183,5.101288021678391e-01,-0.292320
184,5.101288021678388e-01,-0.292320
185,5.097915368963324e-01,-0.292607
186,5.097915368963324e-01,-0.292607
187,5.096100310390056e-01,-0.292762
188,5.096100310390056e-01,-0.292762
189,5.092225663306517e-01,-0.293092
190,5.092225663306515e-01,-0.293092
191,5.090171460807407e-01,-0.293268
192,5.090171460807404e-01,-0.293268
193,5.085843190664121e-01,-0.293637
194,5.085843190664121e-01,-0.293637
195,5.083574816391740e-01,-0.293831
196,5.083574816391740e-01,-0.293831
197,5.078844068439616e-01,-0.294235
198,5.078844068439615e-01,-0.294235
199,5.076387553147420e-01,-0.294445
200,5.076387553147418e-01,-0.294445
201,5.071306969054157e-01,-0.294880
202,5.071306969054157e-01,-0.294880
203,5.068688798088501e-01,-0.295104
204,5.068688798088499e-01,-0.295104
205,5.063311387793066e-01,-0.295565
206,5.063311387793065e-01,-0.295565
207,5.060557979923317e-01,-0.295802
208,5.060557979923316e-01,-0.295802
209,5.054936169805979e-01,-0.296284
210,5.054936169805979e-01,-0.296284
211,5.052073447460991e-01,-0.296530
212,5.052073447460990e-01,-0.296530
213,5.046258313224324e-01,-0.297031
214,5.046258313224321e-01,-0.297031
215,5.043311364445230e-01,-0.297284
216,5.043311364445230e-01,-0.297284
217,5.037352042826109e-01,-0.297798
218,5.037352042826106e-01,-0.297798
219,5.034344869259451e-01,-0.298057
220,5.034344869259451e-01,-0.298057
221,5.028288132988087e-01,-0.298580
222,5.028288132988087e-01,-0.298580
223,5.025243474475164e-01,-0.298843
224,5.025243474475163e-01,-0.298843
225,5.019133449340085e-01,-0.299371
226,5.019133449340083e-01,-0.299371
227,5.016072673776888e-01,-0.299636
228,5.016072673776886e-01,-0.299636
229,5.009950674432435e-01,-0.300167
230,5.009950674432434e-01,-0.300167
231,5.006893721129542e-01,-0.300432
232,5.006893721129541e-01,-0.300432
233,5.000798182470146e-01,-0.300961
234,5.000798182470145e-01,-0.300961
235,4.997763547778470e-01,-0.301224
236,4.997763547778468e-01,-0.301224
237,4.991730030443221e-01,-0.301749
238,4.991730030443219e-01,-0.301749
239,4.988734785536163e-01,-0.302010
240,4.988734785536162e-01,-0.302010
241,4.982796036696498e-01,-0.302527
242,4.982796036696497e-01,-0.302527
243,4.979855868806187e-01,-0.302783
244,4.979855868806187e-01,-0.302783
245,4.974041922310403e-01,-0.303291
246,4.974041922310403e-01,-0.303291
247,4.971171192190998e-01,-0.303541
248,4.971171192190998e-01,-0.303541
249,4.965509495043222e-01,-0.304036
250,4.965509495043219e-01,-0.304036
251,4.962721304840010e-01,-0.304280
252,4.962721304840007e-01,-0.304280
253,4.957236859669060e-01,-0.304760
254,4.957236859669058e-01,-0.304760
255,4.954543126632411e-01,-0.304996
256,4.954543126632410e-01,-0.304996
257,4.949258642150660e-01,-0.305460
258,4.949258642150658e-01,-0.305460
259,4.946670174714615e-01,-0.305687
260,4.946670174714614e-01,-0.305687
261,4.941606218142922e-01,-0.306132
262,4.941606218142919e-01,-0.306132
263,4.939132791784348e-01,-0.306349
264,4.939132791784346e-01,-0.306349
265,4.934307938833903e-01,-0.306774
266,4.934307938833901e-01,-0.306774
267,4.931958369850526e-01,-0.306981
268,4.931958369850524e-01,-0.306981
269,4.927389349138523e-01,-0.307383
270,4.927389349138522e-01,-0.307383
271,4.925171565052728e-01,-0.307579
272,4.925171565052726e-01,-0.307579
273,4.920873394829717e-01,-0.307958
274,4.920873394829713e-01,-0.307958
275,4.918794500562583e-01,-0.308141
276,4.918794500562580e-01,-0.308141
277,4.914780616391499e-01,-0.308496
278,4.914780616391498e-01,-0.308496
279,4.912846955680997e-01,-0.308667
280,4.912846955680995e-01,-0.308667
281,4.909129328275156e-01,-0.308996
282,4.909129328275156e-01,-0.308996
283,4.907346540054633e-01,-0.309153
284,4.907346540054631e-01,-0.309153
285,4.903935782893871e-01,-0.309455
286,4.903935782893871e-01,-0.309455
287,4.902308852520362e-01,-0.309599
288,4.902308852520360e-01,-0.309599
289,4.899214319154436e-01,-0.309874
290,4.899214319154435e-01,-0.309874
291,4.897747624496015e-01,-0.310004
292,4.897747624496015e-01,-0.310004
293,4.894977495640310e-01,-0.310249
294,4.894977495640308e-01,-0.310249
295,4.893674848110374e-01,-0.310365
296,4.893674848110374e-01,-0.310365
297,4.891236208763268e-01,-0.310581
298,4.891236208763267e-01,-0.310581
299,4.890100889437246e-01,-0.310682
300,4.890100889437246e-01,-0.310682
301,4.887999796318909e-01,-0.310869
302,4.887999796318907e-01,-0.310869
303,4.887034587293309e-01,-0.310955
304,4.887034587293309e-01,-0.310955
305,4.885276126936351e-01,-0.311111
306,4.885276126936350e-01,-0.311111
307,4.884483338097388e-01,-0.311181
308,4.884483338097388e-01,-0.311181
309,4.883071675921073e-01,-0.311307
310,4.883071675921072e-01,-0.311307
311,4.882453167285024e-01,-0.311362
312,4.882453167285022e-01,-0.311362
313,4.881391587964918e-01,-0.311456
314,4.881391587964916e-01,-0.311456
315,4.880948787738281e-01,-0.311496
316,4.880948787738279e-01,-0.311496
317,4.880239727148373e-01,-0.311559
318,4.880239727148372e-01,-0.311559
319,4.879973645635617e-01,-0.311583
320,4.879973645635615e-01,-0.311583
321,4.879618714594482e-01,-0.311614
322,4.879618714594481e-01,-0.311614
323,4.879529954056400e-01,-0.311622
324,4.879529954056400e-01,-0.311622
325,7.280781849287362e-16,-15.137822
326,5.535217977313971e-16,-15.256865
327,5.073821807236821e-16,-15.294665
328,4.663811540583827e-16,-15.331259
329,4.343058647491073e-16,-15.362204
330,4.343058647491073e-16,-15.362204
331,4.343058647491073e-16,-15.362204
332,4.289787182332736e-16,-15.367564
333,4.240329039086515e-16,-15.372600
334,4.133732046862029e-16,-15.383658
335,3.981703642997441e-16,-15.399931
336,3.791956348771481e-16,-15.421137
337,3.764212208197833e-16,-15.424326
338,3.554591463184136e-16,-15.449210
339,3.509132634823947e-16,-15.454800
340,3.451167485287442e-16,-15.462034
341,3.313020306066606e-16,-15.479776
342,3.286061953677977e-16,-15.483324
343,3.261578843063856e-16,-15.486572
344,3.205315085074376e-16,-15.494129
345,3.180292453846414e-16,-15.497533
346,3.072926873789513e-16,-15.512448
347,3.053077473630491e-16,-15.515262
348,2.973078246190627e-16,-15.526794
349,2.924411207320054e-16,-15.533962
350,2.869774166969755e-16,-15.542152
351,2.866032999952275e-16,-15.542719
352,2.750494059453130e-16,-15.560589
353,2.735480623356143e-16,-15.562966
354,2.673703334703460e-16,-15.572887
355,2.655499591860288e-16,-15.575854
356,2.604851742400972e-16,-15.584217
357,2.602968735141408e-16,-15.584531
358,2.595043565653585e-16,-15.585855
359,2.556809094951619e-16,-15.592302
360,2.519646452006725e-16,-15.598660
361,2.512980682282290e-16,-15.599811
362,2.457901749534134e-16,-15.609435
363,2.395466863771276e-16,-15.620610
364,2.372374976073169e-16,-15.624817
365,2.310772129064474e-16,-15.636243
366,2.296821935123017e-16,-15.638873
367,2.290513032440029e-16,-15.640067
368,2.279303588041658e-16,-15.642198
369,2.229292103159357e-16,-15.651833
370,2.204732372116976e-16,-15.656644
371,2.166797740708077e-16,-15.664182
372,2.159601079598458e-16,-15.665626
373,2.145594693909434e-16,-15.668452
374,2.130457889745837e-16,-15.671527
375,2.086926020837882e-16,-15.680493
376,2.055798127492058e-16,-15.687020
377,2.035435770837408e-16,-15.691343
378,2.024883577948322e-16,-15.693600
379,1.996023611602043e-16,-15.699834
380,1.986176467402287e-16,-15.701982
381,1.936389090316919e-16,-15.713007
382,1.933487646606408e-16,-15.713659
383,1.918027424479256e-16,-15.717145
384,1.896984979780949e-16,-15.721936
385,1.895216324584380e-16,-15.722341
386,1.837124535399253e-16,-15.735861
387,1.801489298242644e-16,-15.744368
388,1.779834305682472e-16,-15.749620
389,1.754449138456604e-16,-15.755859
390,1.753808819191864e-16,-15.756018
391,1.751948440865921e-16,-15.756479
392,1.741084877354519e-16,-15.759180
393,1.708694558796115e-16,-15.767336
394,1.686393038076298e-16,-15.773041
395,1.639296530329482e-16,-15.785342
396,1.624381272622883e-16,-15.789312
397,1.619029594852989e-16,-15.790745
398,1.613382916114995e-16,-15.792263
399,1.584721587066596e-16,-15.800047
400,1.573181583544480e-16,-15.803221
401,1.526231686485641e-16,-15.816380
402,1.464075838586073e-16,-15.834436
403,1.463414898230944e-16,-15.834633
404,1.426571646355292e-16,-15.845706
405,1.400744133506415e-16,-15.853641
406,1.355142153645706e-16,-15.868015
407,1.349294616952646e-16,-15.869893
408,1.341387992263084e-16,-15.872446
409,1.332221968215170e-16,-15.875423
410,1.320597222264214e-16,-15.879230
411,1.306676666468033e-16,-15.883832
412,1.268353608949779e-16,-15.896760
413,1.238563849920138e-16,-15.907082
414,1.225952171969817e-16,-15.911526
415,1.214621533993229e-16,-15.915559
416,1.202226496552117e-16,-15.920014
417,1.169956856576131e-16,-15.931830
418,1.157990049686308e-16,-15.936295
419,1.155391235089502e-16,-15.937271
420,1.114060527908886e-16,-15.953091
421,1.082708238368405e-16,-15.965489
422,1.032031147641877e-16,-15.986307
423,1.022502915611439e-16,-15.990335
424,1.012942337210861e-16,-15.994415
425,9.773241128726040e-17,-16.009961
426,9.412094232228602e-17,-16.026314
427,9.205657952410361e-17,-16.035945
428,8.838750697450063e-17,-16.053609
429,8.681089728584630e-17,-16.061426
430,8.628441821646502e-17,-16.064068
431,8.579576934674901e-17,-16.066534
432,8.177882577603247e-17,-16.087359
433,8.079415879008806e-17,-16.092620
434,7.811630832540768e-17,-16.107258
435,7.650073364536255e-17,-16.116334
436,7.621503349603486e-17,-16.117959
437,7.569983874378796e-17,-16.120905
438,7.529213802649656e-17,-16.123250
439,7.426265508968815e-17,-16.129230
440,7.424154204658838e-17,-16.129353
441,7.409929436204958e-17,-16.130186
442,7.406708381045210e-17,-16.130375
443,7.390236796159977e-17,-16.131342
444,7.229812732914211e-17,-16.140873
445,7.065582246500942e-17,-16.150852
446,7.014765589597703e-17,-16.153987
447,6.733361112048536e-17,-16.171768
448,6.730963505826739e-17,-16.171923
449,6.653835492772887e-17,-16.176928
450,6.644642923099061e-17,-16.177528
451,6.580920247012854e-17,-16.181713
452,6.580920247012854e-17,-16.181713
453,6.580920247012854e-17,-16.181713
454,6.580920247012854e-17,-16.181713
455,6.580920247012854e-17,-16.181713
456,6.580920247012854e-17,-16.181713
457,6.580920247012854e-17,-16.181713
458,6.580920247012854e-17,-16.181713
459,6.580920247012854e-17,-16.181713
460,6.580920247012854e-17,-16.181713
461,6.580920247012854e-17,-16.181713
462,6.580920247012854e-17,-16.181713
463,6.580920247012854e-17,-16.181713
464,6.415509149600304e-17,-16.192769
465,5.585705875661021e-17,-16.252922
466,5.468500541947878e-17,-16.262132
467,5.415609370200381e-17,-16.266353
468,5.400402880420625e-17,-16.267574
469,5.252385328123836e-17,-16.279643
470,5.174435128068771e-17,-16.286137
471,4.951928163921737e-17,-16.305226
472,4.600023237994273e-17,-16.337240
473,4.358032317300079e-17,-16.360710
474,4.110733890926399e-17,-16.386081
475,3.939552229659106e-17,-16.404553
476,3.540104845738017e-17,-16.450984
477,3.527529121783695e-17,-16.452529
478,3.288084632671813e-17,-16.483057
479,2.920107462063545e-17,-16.534601
480,2.907048110570730e-17,-16.536548
481,2.668273150943038e-17,-16.573770
482,2.124693515388344e-17,-16.672704
483,1.511168901747025e-17,-16.820687
484,1.315492159167717e-17,-16.880912
485,1.022859559763521e-17,-16.990184
486,2.199363465591680e-18,-17.657703
