k,r,max_prime,orbit_length,reached_1,diverged,pi
7,895,13121,98,1,0,1.8459462677e-04
7,896,17,23,1,0,4.8814158468e-04
7,898,1619,116,1,0,1.3568843783e-04
7,899,1619,116,1,0,3.5383130538e-04
7,901,1093,54,1,0,6.2153746230e-04
7,902,1093,54,1,0,4.4522784195e-04
7,904,113,15,1,0,9.6660302046e-04
7,905,1721,67,1,0,2.2243007360e-04
7,907,4373,54,1,0,2.0163821683e-04
7,908,227,15,1,0,1.0048391706e-03
7,910,769,41,1,0,6.2991522592e-04
7,911,1367,41,1,0,3.5188929390e-03
7,913,1619,129,1,0,7.6993620826e-04
7,914,1619,129,1,0,1.3383515663e-04
7,916,229,36,1,0,1.0028900076e-04
7,917,131,36,1,0,2.6489319291e-03
7,919,2069,129,1,0,1.2670570825e-03
7,920,173,36,1,0,3.3785387896e-04
7,922,461,36,1,0,3.6101137622e-04
7,923,2339,67,1,0,2.0719324350e-04
7,925,1619,129,1,0,4.8439426250e-05
7,926,1619,129,1,0,4.7308396308e-04
7,928,29,23,1,0,3.5477607288e-04
7,929,1619,129,1,0,3.9583103420e-04
7,931,197,36,1,0,9.8243940423e-04
7,932,1619,85,1,0,1.4086678620e-04
7,934,1619,85,1,0,4.3986161737e-04
7,935,1777,129,1,0,1.9959923914e-03
7,937,55667,173,1,0,2.8983964141e-04
7,938,67,23,1,0,9.3402403152e-04
7,940,1619,129,1,0,1.1670434236e-03
7,941,1619,129,1,0,8.9477627846e-05
7,943,2389,36,1,0,8.9939197110e-05
7,944,101,36,1,0,8.1359940369e-04
7,946,71,36,1,0,2.2547241443e-04
7,947,947,36,1,0,9.8054392151e-04
7,949,101,36,1,0,1.6418689926e-04
7,950,241,28,1,0,3.2340804598e-04
7,952,269,36,1,0,6.5635197054e-05
7,953,953,28,1,0,3.8136904350e-04
7,955,1613,28,1,0,7.0285145914e-04
7,956,1367,54,1,0,6.7797314264e-04
7,958,1619,54,1,0,3.2668178836e-04
7,959,13841,129,1,0,1.0225765347e-04
7,961,541,49,1,0,1.3578138088e-04
7,962,271,49,1,0,2.1065615679e-03
7,964,241,23,1,0,2.0370376245e-04
7,965,193,23,1,0,1.2279395169e-03
7,967,2069,142,1,0,5.5807903671e-04
7,968,1619,98,1,0,1.0457540202e-04
7,970,1619,98,1,0,6.6116505659e-05
7,971,1093,36,1,0,5.0278787428e-03
7,973,1619,98,1,0,4.5135879470e-04
7,974,1619,142,1,0,1.0610697335e-03
7,976,61,23,1,0,2.8147845100e-04
7,977,1619,98,1,0,5.3815185512e-04
7,979,827,49,1,0,1.4136992869e-04
7,980,53,23,1,0,9.2458693229e-04
7,982,1777,142,1,0,6.7088679622e-04
7,983,2213,142,1,0,7.1951357688e-04
7,985,1109,23,1,0,4.8794551787e-04
7,986,157,49,1,0,3.5630272740e-04
7,988,557,49,1,0,8.8410169116e-05
7,989,557,49,1,0,8.5340298290e-04
7,991,5021,98,1,0,1.1497333437e-03
7,992,1619,111,1,0,4.5395460107e-03
7,994,373,23,1,0,4.9023334854e-04
7,995,1493,23,1,0,1.2316319123e-04
7,997,997,49,1,0,4.4514050167e-05
7,998,499,49,1,0,1.1721910154e-03
7,1000,1619,111,1,0,1.1680648438e-03
7,1001,7229,142,1,0,5.5119043325e-04
7,1003,2861,41,1,0,1.8434450940e-04
7,1004,1619,67,1,0,3.5557745235e-04
7,1006,1619,67,1,0,1.5328827620e-04
7,1007,13121,93,1,0,1.8731233609e-04
7,1009,1619,111,1,0,3.4500044549e-04
7,1010,641,62,1,0,9.7385461287e-04
7,1012,1619,111,1,0,5.3485365913e-04
7,1013,1619,111,1,0,2.3850413657e-04
7,1015,1523,36,1,0,1.2500439172e-04
7,1016,1093,49,1,0,8.8624774484e-04
7,1018,1093,49,1,0,2.3867529168e-04
7,1019,1721,62,1,0,6.4531996982e-04
7,1021,4373,49,1,0,3.4221947239e-04
7,1022,13121,62,1,0,1.9307110313e-04
7,1024,2,10,1,0,6.4480535405e-05
7,1025,769,36,1,0,5.7636023149e-04
7,1027,163,36,1,0,2.6441330122e-04
7,1028,1619,124,1,0,1.1987585638e-03
7,1030,1619,124,1,0,1.5539231769e-04
7,1031,1741,36,1,0,6.7852163606e-04
7,1033,1777,155,1,0,8.9521319250e-05
7,1034,1619,124,1,0,3.9081446337e-04
7,1036,1619,124,1,0,4.5222643561e-04
7,1037,1619,124,1,0,6.1396922255e-04
7,1039,2339,62,1,0,3.1065369495e-04
7,1040,37,31,1,0,1.2491415640e-04
7,1042,1619,124,1,0,1.0779762904e-04
7,1043,1619,124,1,0,2.6747856254e-03
7,1045,37,31,1,0,1.8314819598e-04
7,1046,1619,124,1,0,6.7544186370e-04
7,1048,197,31,1,0,2.4726255373e-03
7,1049,1181,62,1,0,1.4980694313e-04
7,1051,15173,93,1,0,5.3202979710e-05
7,1052,1619,80,1,0,1.1072049586e-03
7,1054,1619,80,1,0,5.0743373310e-04
7,1055,55667,168,1,0,5.2508157643e-04
7,1057,1619,80,1,0,2.3268318194e-04
7,1058,397,31,1,0,3.9502501049e-04
7,1060,1619,124,1,0,1.1077836001e-04
7,1061,1619,124,1,0,5.6442483334e-04
7,1063,2693,75,1,0,1.5526467683e-03
7,1064,29,31,1,0,7.3171912491e-04
7,1066,41,31,1,0,1.1529659220e-03
7,1067,1601,62,1,0,3.5357494402e-04
7,1069,1069,23,1,0,1.9949061403e-04
7,1070,241,23,1,0,6.9944074852e-04
7,1072,101,31,1,0,2.0753283890e-04
7,1073,227,23,1,0,1.7526922968e-03
7,1075,1613,23,1,0,8.2544762904e-04
7,1076,269,31,1,0,1.8205550416e-04
7,1078,1367,49,1,0,5.4266622012e-05
7,1079,1619,49,1,0,4.7461517824e-03
7,1081,1619,137,1,0,6.9268760656e-04
7,1082,541,44,1,0,4.0822007189e-04
7,1084,271,44,1,0,1.7165141134e-04
7,1085,131,44,1,0,6.0004666058e-04
7,1087,5507,137,1,0,5.8573250452e-05
7,1088,17,18,1,0,2.6228302038e-04
7,1090,461,44,1,0,1.2526581721e-03
7,1091,1637,44,1,0,7.6604079838e-04
7,1093,1093,31,1,0,5.6809783563e-03
7,1094,821,31,1,0,1.9669855237e-04
7,1096,1619,93,1,0,1.4297110353e-04
7,1097,1619,137,1,0,1.3534890288e-03
7,1099,1237,31,1,0,2.3941257451e-04
7,1100,1619,93,1,0,9.2469715241e-04
7,1102,827,44,1,0,3.7437408887e-04
7,1103,1103,44,1,0,1.4783371873e-04
7,1105,1619,93,1,0,6.1075746149e-05
7,1106,1777,137,1,0,1.3078510243e-03
7,1108,277,18,1,0,3.0072218297e-04
7,1109,1109,18,1,0,1.1056918507e-03
7,1111,1667,31,1,0,1.1515137524e-04
7,1112,157,44,1,0,2.4266577382e-04
7,1114,557,44,1,0,9.4864182044e-05
7,1115,3019,93,1,0,3.5252925975e-04
7,1117,1117,44,1,0,4.0761859181e-04
7,1118,2693,88,1,0,3.2566469636e-04
7,1120,53,18,1,0,1.8488985976e-04
7,1121,947,44,1,0,9.2974658502e-05
7,1123,1123,44,1,0,2.0021844841e-04
7,1124,317,44,1,0,2.0083258413e-03
7,1126,563,44,1,0,2.2597766930e-04
7,1127,7229,137,1,0,1.0862510470e-03
7,1129,2861,36,1,0,6.5949007528e-04
7,1130,113,18,1,0,8.1575134803e-05
7,1132,1619,62,1,0,1.5746784256e-04
7,1133,1619,62,1,0,1.9910607549e-03
7,1135,3833,62,1,0,2.3631518052e-04
7,1136,1619,106,1,0,6.4988344904e-04
7,1138,641,57,1,0,3.0101563077e-04
7,1139,1709,57,1,0,1.2336568970e-03
7,1141,1619,106,1,0,2.0945757110e-04
7,1142,857,31,1,0,2.9825200076e-04
7,1144,1619,106,1,0,6.7768523599e-04
7,1145,2069,150,1,0,1.2135218017e-03
7,1147,1721,57,1,0,1.0985488894e-03
7,1148,1093,44,1,0,2.2024478540e-04
7,1150,4373,44,1,0,8.4695686812e-05
7,1151,13121,57,1,0,1.0326476422e-03
7,1153,1619,150,1,0,2.2608509187e-04
7,1154,577,31,1,0,2.7382713711e-03
7,1156,163,31,1,0,4.6094908001e-04
7,1157,163,31,1,0,1.1281580455e-04
7,1159,2609,57,1,0,1.6949104485e-04
7,1160,1619,119,1,0,1.5417757048e-03
7,1162,1619,119,1,0,2.1701040412e-03
7,1163,1777,150,1,0,4.3957640540e-04
7,1165,1619,119,1,0,3.7457198878e-04
7,1166,1109,31,1,0,1.9542495374e-04
7,1168,1619,119,1,0,7.0105990247e-05
7,1169,877,57,1,0,2.8812575155e-04
7,1171,1171,57,1,0,1.2243411946e-03
7,1172,1619,119,1,0,4.9353911091e-04
7,1174,1619,119,1,0,1.7870120260e-03
7,1175,1619,119,1,0,1.0113656064e-04
7,1177,883,31,1,0,5.9177525940e-04
7,1178,1619,119,1,0,1.1548125539e-03
7,1180,499,57,1,0,2.1834713514e-04
7,1181,1181,57,1,0,1.0038231312e-03
7,1183,15173,88,1,0,3.0712509013e-04
7,1184,37,26,1,0,1.6137463587e-04
7,1186,1619,75,1,0,4.8956741190e-05
7,1187,1619,75,1,0,9.6036295926e-04
7,1189,1619,75,1,0,2.3591870556e-04
7,1190,1619,75,1,0,6.1003254815e-04
7,1192,149,26,1,0,3.2693841413e-04
7,1193,13121,101,1,0,2.0451071520e-04
7,1195,1619,119,1,0,6.4460325407e-05
7,1196,1619,119,1,0,7.3921557177e-04
7,1198,1619,119,1,0,3.3966797470e-04
7,1199,4049,70,1,0,5.2893204527e-04
7,1201,1201,57,1,0,6.4632316698e-04
7,1202,1093,57,1,0,9.8051576721e-05
7,1204,113,18,1,0,1.9715448583e-04
7,1205,241,18,1,0,1.2183330552e-03
7,1207,1811,70,1,0,4.0751228855e-04
7,1208,227,18,1,0,1.8866817958e-03
7,1210,227,18,1,0,1.3474959632e-03
7,1211,13121,70,1,0,1.9119822468e-04
7,1213,1213,44,1,0,8.4746642830e-05
7,1214,1367,44,1,0,1.2310065143e-03
7,1216,29,26,1,0,2.8051312441e-04
7,1217,1619,132,1,0,7.5477630447e-04
7,1219,1619,132,1,0,6.5645105346e-04
7,1220,229,39,1,0,6.7335734374e-04
7,1222,131,39,1,0,1.4984482048e-04
7,1223,2753,132,1,0,5.9538311324e-04
7,1225,2069,132,1,0,1.3601430482e-03
7,1226,613,39,1,0,3.8765218298e-04
7,1228,461,39,1,0,7.6877215625e-04
7,1229,1229,39,1,0,3.5818668854e-04
7,1231,4157,70,1,0,1.1558714405e-04
7,1232,29,26,1,0,7.9854613038e-04
7,1234,1619,132,1,0,3.1426146608e-04
7,1235,1619,132,1,0,2.1204855212e-03
7,1237,1237,26,1,0,3.3221107417e-04
7,1238,1619,132,1,0,9.3538171269e-05
7,1240,1619,88,1,0,6.1692388863e-05
7,1241,197,39,1,0,1.5784595132e-03
7,1243,2099,70,1,0,4.1913270317e-04
7,1244,1619,88,1,0,3.9605939605e-04
7,1246,1777,132,1,0,1.8115592479e-04
7,1247,6317,132,1,0,2.6196852755e-04
7,1249,55667,176,1,0,4.9507424507e-05
7,1250,67,26,1,0,4.1642031206e-04
7,1252,1619,132,1,0,6.8125804739e-04
7,1253,1619,132,1,0,9.6164982153e-04
7,1255,3019,88,1,0,7.6310624851e-04
7,1256,157,39,1,0,5.7438405946e-04
7,1258,101,39,1,0,3.2923749206e-04
7,1259,2693,83,1,0,6.3643855308e-04
7,1261,97,39,1,0,1.9604754477e-04
7,1262,947,39,1,0,9.8916362012e-04
7,1264,269,39,1,0,4.9058170920e-04
7,1265,101,39,1,0,1.2469225923e-04
7,1267,1901,31,1,0,4.5206651173e-05
7,1268,317,39,1,0,5.1303867527e-04
7,1270,953,31,1,0,2.4481740095e-04
7,1271,2861,31,1,0,1.1309594295e-03
7,1273,1613,31,1,0,1.6173228988e-04
7,1274,1367,57,1,0,4.4129616872e-04
7,1276,1619,57,1,0,1.3085797718e-04
7,1277,1619,57,1,0,4.6498827155e-04
7,1279,13841,132,1,0,4.2268564942e-04
7,1280,5,13,1,0,7.3516883195e-04
7,1282,641,52,1,0,1.1171507730e-03
7,1283,1283,52,1,0,2.0821373680e-04
7,1285,257,26,1,0,7.9091691578e-05
7,1286,643,26,1,0,1.0071748569e-03
7,1288,1619,101,1,0,2.5532367720e-04
7,1289,2069,145,1,0,8.5072639773e-04
7,1291,1453,52,1,0,2.3813198065e-03
7,1292,1619,101,1,0,1.3784391294e-04
7,1294,1093,39,1,0,4.7953333635e-05
7,1295,4373,39,1,0,1.4374543818e-03
7,1297,1619,101,1,0,7.0579362454e-04
7,1298,1619,145,1,0,6.2077684105e-04
7,1300,61,26,1,0,2.2499980328e-04
7,1301,1301,26,1,0,4.0607813879e-04
7,1303,1619,101,1,0,1.0330840149e-04
7,1304,163,26,1,0,3.3545742901e-04
7,1306,653,26,1,0,1.0213741370e-03
7,1307,42443,176,1,0,4.6913873910e-04
7,1309,1777,145,1,0,5.7317493767e-04
7,1310,2213,145,1,0,4.6493738003e-04
7,1312,1619,114,1,0,1.1285738486e-04
7,1313,1109,26,1,0,5.4566870710e-04
7,1315,1973,52,1,0,2.4455207343e-04
7,1316,557,52,1,0,2.6338999365e-03
7,1318,659,52,1,0,8.9948082939e-04
7,1319,2969,145,1,0,1.1130696049e-04
7,1321,5021,101,1,0,1.5747880648e-04
7,1322,1619,114,1,0,3.5312684004e-03
7,1324,373,26,1,0,4.2270388585e-04
7,1325,373,26,1,0,7.9500480123e-04
7,1327,4481,52,1,0,1.9064658931e-04
7,1328,1619,114,1,0,2.3350600788e-04
7,1330,499,52,1,0,5.6368103609e-05
7,1331,1997,52,1,0,2.4369883203e-04
7,1333,1619,114,1,0,2.2101341057e-03
7,1334,7229,145,1,0,6.3678503209e-04
7,1336,1619,70,1,0,9.5254960455e-04
7,1337,2861,44,1,0,2.6526743338e-04
7,1339,137,26,1,0,1.6772169905e-04
7,1340,1619,70,1,0,1.2385008424e-03
7,1342,13121,96,1,0,1.9573543713e-04
7,1343,13121,96,1,0,7.0728135293e-04
7,1345,1619,114,1,0,4.4243881390e-04
7,1346,673,65,1,0,2.4346365322e-04
7,1348,1619,114,1,0,5.9668822920e-05
7,1349,1619,114,1,0,8.1685766235e-04
7,1351,3851,158,1,0,1.9759146893e-04
7,1352,1093,52,1,0,1.1754132334e-03
7,1354,1093,52,1,0,1.3053741342e-04
7,1355,1619,114,1,0,1.6886046592e-04
7,1357,1093,52,1,0,1.2685843327e-04
7,1358,1721,65,1,0,4.7178963367e-04
7,1360,17,13,1,0,4.0759119690e-04
7,1361,4373,52,1,0,4.9824409620e-04
7,1363,13121,65,1,0,2.3273162819e-04
7,1364,31,13,1,0,1.0205501797e-04
7,1366,769,39,1,0,3.1316454303e-04
7,1367,1367,39,1,0,8.5300243009e-03
7,1369,163,39,1,0,2.1395881869e-04
7,1370,1619,127,1,0,1.3528346205e-03
7,1372,1619,127,1,0,8.2181061067e-04
7,1373,1619,127,1,0,8.1416174091e-05
7,1375,4643,39,1,0,5.6494417325e-05
7,1376,43,34,1,0,3.0954504990e-03
7,1378,1619,127,1,0,4.0782959803e-04
7,1379,2069,127,1,0,1.4034296463e-03
7,1381,1619,127,1,0,1.7041953607e-04
7,1382,1619,127,1,0,6.8456784277e-04
7,1384,173,34,1,0,5.4252601029e-04
7,1385,2339,65,1,0,3.6844684718e-04
7,1387,2081,65,1,0,5.9719925923e-04
7,1388,1619,127,1,0,3.6165320938e-04
7,1390,1619,127,1,0,2.4862349897e-03
7,1391,5021,114,1,0,1.5250813704e-04
7,1393,199,34,1,0,8.4916993674e-05
7,1394,1619,127,1,0,7.0534545145e-04
7,1396,349,34,1,0,4.2146571711e-04
7,1397,197,34,1,0,1.9525663387e-03
7,1399,2099,65,1,0,7.9133301622e-04
7,1400,1619,83,1,0,9.6913045746e-05
7,1402,1619,83,1,0,7.8565366519e-05
7,1403,1777,127,1,0,4.6222009840e-03
7,1405,1619,83,1,0,5.4275375131e-04
7,1406,55667,171,1,0,7.6663119030e-04
7,1408,17,21,1,0,2.5030876520e-04
7,1409,1619,83,1,0,2.4729090503e-04
7,1411,397,34,1,0,6.1204350238e-05
7,1412,1619,127,1,0,2.5740673872e-04
7,1414,1619,127,1,0,6.2616585589e-04
7,1415,2389,34,1,0,3.5611240134e-04
7,1417,2693,78,1,0,9.9439833040e-04
7,1418,709,34,1,0,1.5519421026e-04
7,1420,71,34,1,0,2.5534353425e-04
7,1421,41,34,1,0,1.4602294825e-03
7,1423,3203,65,1,0,2.8376643627e-04
7,1424,101,34,1,0,1.1608501681e-03
7,1426,241,26,1,0,4.5282394348e-04
7,1427,2141,26,1,0,1.5919625802e-04
7,1429,1429,34,1,0,4.8933859283e-05
7,1430,227,26,1,0,6.5125447676e-04
7,1432,269,34,1,0,2.0735515279e-04
7,1433,1613,26,1,0,8.8972029440e-04
7,1435,13121,78,1,0,2.4525174786e-04
7,1436,1367,52,1,0,3.3820865513e-04
7,1438,1619,52,1,0,1.0195739951e-04
7,1439,13841,127,1,0,3.2348219869e-04
7,1441,1619,140,1,0,8.0655286733e-04
7,1442,541,47,1,0,3.3970174121e-04
7,1444,271,47,1,0,4.6001600787e-04
7,1445,271,47,1,0,1.9165779757e-04
7,1447,3257,52,1,0,1.5654146397e-04
7,1448,181,21,1,0,2.1567110567e-03
7,1450,29,21,1,0,2.7944193774e-04
7,1451,2069,140,1,0,1.1171831748e-03
7,1453,1453,47,1,0,2.2807484877e-03
7,1454,1637,47,1,0,8.4925435303e-05
7,1456,1619,96,1,0,6.9860484434e-05
7,1457,1093,34,1,0,8.4721712993e-03
7,1459,1459,34,1,0,3.9376079435e-04
7,1460,1619,96,1,0,1.0468638174e-03
7,1462,1619,140,1,0,4.0590990923e-04
7,1463,1619,140,1,0,3.0562280699e-04
7,1465,1237,34,1,0,1.0255337607e-04
7,1466,1619,96,1,0,1.2102638128e-03
7,1468,827,47,1,0,7.4271471544e-04
7,1469,827,47,1,0,5.3534062650e-04
7,1471,42443,171,1,0,6.3687210534e-04
7,1472,53,21,1,0,1.6397097738e-04
7,1474,1777,140,1,0,8.4717514787e-05
7,1475,2213,140,1,0,8.5798896798e-04
7,1477,277,21,1,0,4.0115600304e-04
7,1478,1109,21,1,0,1.2224912280e-03
7,1480,157,47,1,0,3.5052849907e-04
7,1481,1667,34,1,0,1.3277744066e-04
7,1483,1669,140,1,0,4.9478879274e-05
7,1484,557,47,1,0,1.5028902834e-03
7,1486,3019,96,1,0,4.1021350429e-04
7,1487,5021,96,1,0,1.2263062096e-03
7,1489,1489,47,1,0,3.6200856629e-04
7,1490,2693,91,1,0,1.3483548732e-04
7,1492,373,21,1,0,6.8898804157e-05
7,1493,1493,21,1,0,2.4518342811e-04
7,1495,2243,47,1,0,3.9226660100e-04
7,1496,317,47,1,0,6.2941666844e-04
7,1498,317,47,1,0,3.7043310906e-04
7,1499,3797,47,1,0,2.1560208827e-04
7,1501,563,47,1,0,2.1908653710e-04
7,1502,7229,140,1,0,9.1640353822e-04
7,1504,1619,109,1,0,2.5109799158e-04
7,1505,2861,39,1,0,8.2877297401e-04
7,1507,137,21,1,0,4.5220039278e-04
7,1508,1619,65,1,0,1.0621612996e-04
7,1510,1619,65,1,0,1.5169022521e-04
7,1511,13121,91,1,0,3.6420536782e-04
7,1513,3833,65,1,0,1.9375770500e-04
7,1514,1619,109,1,0,6.5588390951e-04
7,1516,641,60,1,0,1.2490851813e-04
7,1517,641,60,1,0,3.5153447604e-04
7,1519,3847,153,1,0,9.4347038058e-05
7,1520,1619,109,1,0,5.4695378657e-04
7,1522,857,34,1,0,3.3887005915e-04
7,1523,1523,34,1,0,5.8618386926e-04
7,1525,1619,109,1,0,2.9726035925e-04
7,1526,2069,153,1,0,9.3757884504e-05
7,1528,1093,47,1,0,1.0634079972e-04
7,1529,1721,60,1,0,1.2531636349e-03
7,1531,2909,60,1,0,1.4101730288e-04
7,1532,4373,47,1,0,6.3273353263e-04
7,1534,13121,60,1,0,1.3852580534e-03
7,1535,7873,60,1,0,2.0830581972e-04
7,1537,1619,153,1,0,6.2280512025e-05
7,1538,769,34,1,0,1.0224878070e-03
7,1540,163,34,1,0,3.3876425589e-04
7,1541,163,34,1,0,5.6346714479e-04
7,1543,1619,109,1,0,1.7691565269e-04
7,1544,1619,122,1,0,3.1076873115e-04
7,1546,1619,122,1,0,1.1121503680e-04
7,1547,1741,34,1,0,1.2284486773e-03
7,1549,1619,122,1,0,1.7594464695e-03
7,1550,1777,153,1,0,5.3110976265e-04
7,1552,1619,122,1,0,1.3244659646e-03
7,1553,1619,122,1,0,6.3352854126e-04
7,1555,2333,34,1,0,1.0359662175e-04
7,1556,1619,122,1,0,1.3776873341e-03
7,1558,877,60,1,0,1.9791551710e-04
7,1559,2339,60,1,0,1.0000351338e-03
7,1561,1171,60,1,0,9.9799619568e-04
7,1562,1619,122,1,0,1.4491982070e-04
7,1564,1619,122,1,0,4.4738813923e-05
7,1565,1619,122,1,0,2.8416650712e-03
7,1567,7937,60,1,0,4.9027196075e-04
7,1568,37,29,1,0,4.0778709069e-04
7,1570,1619,122,1,0,1.9068452175e-04
7,1571,2357,122,1,0,3.5142572957e-04
7,1573,499,60,1,0,5.1128826735e-05
7,1574,1181,60,1,0,2.8817997067e-04
7,1576,197,29,1,0,6.1396975843e-04
7,1577,15173,91,1,0,3.5791051138e-04
7,1579,1777,122,1,0,2.5139393714e-03
7,1580,1619,78,1,0,2.2567939735e-04
7,1582,1619,78,1,0,2.6907592756e-04
7,1583,55667,166,1,0,7.3044399585e-04
7,1585,1619,78,1,0,3.5975678844e-04
7,1586,1619,78,1,0,5.3934194930e-04
7,1588,397,29,1,0,4.2670149145e-04
7,1589,227,29,1,0,5.7486667183e-04
7,1591,13121,104,1,0,6.1581595616e-05
7,1592,1619,122,1,0,8.5072422324e-04
7,1594,1619,122,1,0,2.7559521663e-04
7,1595,2693,73,1,0,2.5401877424e-03
7,1597,1619,122,1,0,9.3656168044e-05
7,1598,4049,73,1,0,1.7250022275e-04
7,1600,29,29,1,0,1.1925206828e-04
7,1601,1601,60,1,0,5.2190475988e-04
7,1603,1093,60,1,0,3.2265998491e-04
7,1604,401,21,1,0,3.8362666908e-04
7,1606,241,21,1,0,2.8818011574e-04
7,1607,3617,166,1,0,1.3220665061e-04
7,1609,1811,73,1,0,3.3926081803e-04
7,1610,227,21,1,0,2.2001798948e-03
7,1612,227,21,1,0,3.0698461127e-04
7,1613,1613,21,1,0,1.2936321839e-03
7,1615,13121,73,1,0,1.3373928127e-03
7,1616,101,29,1,0,9.1574097988e-05
7,1618,1367,47,1,0,7.4903471567e-05
7,1619,1619,47,1,0,4.9135712032e-03
7,1621,1621,29,1,0,2.6254078822e-04
7,1622,1619,135,1,0,8.6240835306e-04
7,1624,229,42,1,0,2.8221241667e-04
7,1625,1619,135,1,0,7.7632338417e-04
7,1627,4637,73,1,0,1.7678747201e-04
7,1628,131,42,1,0,7.4651312515e-04
7,1630,2753,135,1,0,8.7634614840e-04
7,1631,5507,135,1,0,5.1584428324e-04
7,1633,2069,135,1,0,2.3730758912e-03
7,1634,613,42,1,0,3.4634380328e-04
7,1636,461,42,1,0,3.0002333029e-04
7,1637,1637,42,1,0,1.3649715221e-03
7,1639,21323,104,1,0,3.8302039919e-04
7,1640,41,29,1,0,8.5081787988e-03
7,1642,821,29,1,0,6.7674451438e-04
7,1643,2081,73,1,0,1.1970628725e-04
7,1645,1619,135,1,0,7.3916859364e-05
7,1646,1619,135,1,0,2.0822816020e-03
7,1648,1619,91,1,0,5.5284592537e-04
7,1649,1237,29,1,0,4.0903061388e-04
7,1651,2477,135,1,0,1.7626462987e-04
7,1652,1619,91,1,0,2.0380929591e-04
7,1654,827,42,1,0,4.6487329251e-05
7,1655,331,42,1,0,3.5299216789e-04
7,1657,2099,73,1,0,5.4312552350e-04
7,1658,1619,91,1,0,4.2486451983e-04
7,1660,1777,135,1,0,9.9553037744e-04
7,1661,1777,135,1,0,1.1815759026e-04
7,1663,21323,73,1,0,6.1682844848e-04
7,1664,13,16,1,0,2.7624620778e-03
7,1666,67,29,1,0,6.0676090085e-04
7,1667,1667,29,1,0,7.2270865204e-04
7,1669,1669,135,1,0,5.1632382108e-04
7,1670,1619,135,1,0,1.1304254594e-04
7,1672,157,42,1,0,5.6407902277e-05
7,1673,3019,91,1,0,8.7725729990e-04
7,1675,1619,135,1,0,2.1978820270e-04
7,1676,419,42,1,0,8.2646721189e-04
7,1678,2693,86,1,0,1.4406287578e-04
7,1679,5669,86,1,0,6.1217059729e-04
7,1681,97,42,1,0,5.0568280318e-05
7,1682,947,42,1,0,4.4178777154e-04
7,1684,421,42,1,0,5.0191156558e-04
7,1685,337,42,1,0,4.1830160808e-04
7,1687,3797,42,1,0,4.8018147963e-04
7,1688,317,42,1,0,1.1795935278e-04
7,1690,317,42,1,0,1.0225535760e-04
7,1691,7229,135,1,0,1.3391531895e-03
7,1693,1693,34,1,0,2.6446602264e-04
7,1694,2861,34,1,0,1.4061379042e-03
7,1696,53,16,1,0,6.0916652761e-04
7,1697,1697,34,1,0,2.0375614428e-04
7,1699,2549,60,1,0,9.5599112341e-05
7,1700,1619,60,1,0,3.3320027417e-03
7,1702,1619,60,1,0,3.7738815223e-04
7,1703,3833,60,1,0,7.1617055400e-04
7,1705,13841,135,1,0,2.9769155662e-04
7,1706,853,16,1,0,6.8007152408e-04
7,1708,641,55,1,0,1.7909334427e-04
7,1709,1709,55,1,0,2.1780059877e-03
7,1711,3851,148,1,0,1.0602427606e-03
7,1712,1619,104,1,0,4.9832219862e-04
7,1714,857,29,1,0,7.8922975660e-04
7,1715,193,29,1,0,2.0956635158e-04
7,1717,1619,104,1,0,1.3098426377e-04
7,1718,2069,148,1,0,1.3498059368e-03
7,1720,1619,104,1,0,4.8082491077e-04
7,1721,1721,55,1,0,2.1526074205e-03
7,1723,2909,55,1,0,3.1821927654e-04
7,1724,1093,42,1,0,9.8023772387e-05
7,1726,4373,42,1,0,6.2346129613e-05
7,1727,13121,55,1,0,2.4911161775e-03
7,1729,1619,104,1,0,5.6547971476e-04
7,1730,1619,148,1,0,3.7503153802e-04
7,1732,433,29,1,0,2.3249413578e-04
7,1733,1733,29,1,0,2.1134282471e-04
7,1735,1619,104,1,0,1.0410686840e-04
7,1736,163,29,1,0,2.4818322000e-04
7,1738,163,29,1,0,4.2536319886e-04
7,1739,2609,55,1,0,1.4792252075e-03
7,1741,1741,29,1,0,7.1872719089e-04
7,1742,42443,179,1,0,3.5289681227e-04
7,1744,1619,117,1,0,2.0303906940e-04
7,1745,1777,148,1,0,6.9301797132e-04
7,1747,2621,148,1,0,2.3456936955e-04
7,1748,1619,117,1,0,9.0285907890e-04
7,1750,1109,29,1,0,2.7283435355e-04
7,1751,1109,29,1,0,1.2227603672e-04
7,1753,1973,55,1,0,5.5653480244e-05
7,1754,877,55,1,0,6.3480553927e-04
7,1756,659,55,1,0,3.9750240062e-04
7,1757,659,55,1,0,1.4252109096e-03
7,1759,5939,148,1,0,1.2184941601e-04
7,1760,1619,117,1,0,1.1050670528e-03
7,1762,1619,117,1,0,1.3263371669e-04
7,1763,1619,117,1,0,2.4880060740e-04
7,1765,373,29,1,0,3.5364067646e-04
7,1766,883,29,1,0,8.3322327886e-04
7,1768,1619,117,1,0,4.0842883117e-04
7,1769,4481,55,1,0,9.8795734463e-05
7,1771,2657,55,1,0,8.4430232962e-05
7,1772,499,55,1,0,1.6069749886e-03
7,1774,1997,55,1,0,2.4912204810e-04
7,1775,15173,86,1,0,8.6238103233e-04
7,1777,1777,117,1,0,4.2650121504e-03
7,1778,7229,148,1,0,1.0697940935e-04
7,1780,1619,73,1,0,4.0708087045e-05
7,1781,1619,73,1,0,1.1106644569e-03
