from_state,to_state,K_derived,K_empirical,diff
(21|41),(25|24),0.000005,0.000000,+0.000005
(21|41),(25|25),0.000008,0.000000,+0.000008
(21|41),(25|26),0.000014,0.000000,+0.000014
(21|41),(25|27),0.000020,0.000000,+0.000020
(21|41),(25|28),0.000035,0.000000,+0.000035
(21|41),(25|29),0.000076,0.000000,+0.000076
(21|41),(25|30),0.000167,0.000000,+0.000167
(21|41),(25|31),0.000347,0.004016,-0.003669
(21|41),(25|32),0.000659,0.000000,+0.000659
(21|41),(25|33),0.001299,0.000000,+0.001299
(21|41),(25|34),0.002601,0.000000,+0.002601
(21|41),(25|35),0.005210,0.008032,-0.002822
(21|41),(25|36),0.010455,0.004016,+0.006439
(21|41),(25|37),0.020771,0.024096,-0.003326
(21|41),(25|38),0.020592,0.016064,+0.004528
(21|41),(27|24),0.000003,0.000000,+0.000003
(21|41),(27|25),0.000004,0.000000,+0.000004
(21|41),(27|26),0.000009,0.000000,+0.000009
(21|41),(27|27),0.000019,0.000000,+0.000019
(21|41),(27|28),0.000039,0.000000,+0.000039
(21|41),(27|29),0.000079,0.000000,+0.000079
(21|41),(27|30),0.000143,0.000000,+0.000143
(21|41),(27|31),0.000328,0.000000,+0.000328
(21|41),(27|32),0.000651,0.000000,+0.000651
(21|41),(27|33),0.001309,0.004016,-0.002707
(21|41),(27|34),0.002629,0.000000,+0.002629
(21|41),(27|35),0.005199,0.008032,-0.002833
(21|41),(27|36),0.010391,0.016064,-0.005673
(21|41),(27|37),0.020821,0.016064,+0.004756
(21|41),(27|38),0.020860,0.008032,+0.012828
(21|41),(29|20),0.000001,0.000000,+0.000001
(21|41),(29|23),0.000002,0.000000,+0.000002
(21|41),(29|24),0.000002,0.000000,+0.000002
(21|41),(29|25),0.000003,0.000000,+0.000003
(21|41),(29|26),0.000007,0.000000,+0.000007
(21|41),(29|27),0.000016,0.000000,+0.000016
(21|41),(29|28),0.000042,0.000000,+0.000042
(21|41),(29|29),0.000102,0.000000,+0.000102
(21|41),(29|30),0.000176,0.000000,+0.000176
(21|41),(29|31),0.000311,0.000000,+0.000311
(21|41),(29|32),0.000644,0.000000,+0.000644
(21|41),(29|33),0.001293,0.004016,-0.002723
(21|41),(29|34),0.002624,0.000000,+0.002624
(21|41),(29|35),0.005277,0.004016,+0.001261
(21|41),(29|36),0.010451,0.004016,+0.006435
(21|41),(29|37),0.020927,0.032129,-0.011201
(21|41),(29|38),0.020743,0.012048,+0.008694
(21|41),(31|24),0.000001,0.000000,+0.000001
(21|41),(31|25),0.000003,0.000000,+0.000003
(21|41),(31|26),0.000011,0.000000,+0.000011
(21|41),(31|27),0.000029,0.000000,+0.000029
(21|41),(31|28),0.000053,0.000000,+0.000053
(21|41),(31|29),0.000075,0.000000,+0.000075
(21|41),(31|30),0.000147,0.000000,+0.000147
(21|41),(31|31),0.000304,0.000000,+0.000304
(21|41),(31|32),0.000655,0.000000,+0.000655
(21|41),(31|33),0.001290,0.000000,+0.001290
(21|41),(31|34),0.002539,0.000000,+0.002539
(21|41),(31|35),0.005209,0.012048,-0.006839
(21|41),(31|36),0.010532,0.016064,-0.005532
(21|41),(31|37),0.020894,0.016064,+0.004830
(21|41),(31|38),0.020695,0.016064,+0.004630
(21|42),(1|23),0.000001,0.000000,+0.000001
(21|42),(1|25),0.000004,0.000000,+0.000004
(21|42),(1|26),0.000008,0.000000,+0.000008
(21|42),(1|27),0.000011,0.000000,+0.000011
(21|42),(1|28),0.000027,0.000000,+0.000027
(21|42),(1|29),0.000049,0.000000,+0.000049
(21|42),(1|30),0.000075,0.000000,+0.000075
(21|42),(1|31),0.000167,0.000000,+0.000167
(21|42),(1|32),0.000328,0.000000,+0.000328
(21|42),(1|33),0.000659,0.000000,+0.000659
(21|42),(1|34),0.001289,0.000000,+0.001289
(21|42),(1|35),0.002565,0.008197,-0.005631
(21|42),(1|36),0.005240,0.000000,+0.005240
(21|42),(1|37),0.010385,0.016393,-0.006009
(21|42),(1|38),0.020821,0.016393,+0.004427
(21|42),(1|39),0.021073,0.024590,-0.003517
(21|42),(3|23),0.000001,0.000000,+0.000001
(21|42),(3|25),0.000004,0.000000,+0.000004
(21|42),(3|26),0.000011,0.000000,+0.000011
(21|42),(3|27),0.000006,0.000000,+0.000006
(21|42),(3|28),0.000010,0.000000,+0.000010
(21|42),(3|29),0.000043,0.000000,+0.000043
(21|42),(3|30),0.000093,0.000000,+0.000093
(21|42),(3|31),0.000158,0.000000,+0.000158
(21|42),(3|32),0.000303,0.000000,+0.000303
(21|42),(3|33),0.000621,0.000000,+0.000621
(21|42),(3|34),0.001328,0.000000,+0.001328
(21|42),(3|35),0.002749,0.000000,+0.002749
(21|42),(3|36),0.005343,0.008197,-0.002853
(21|42),(3|37),0.010455,0.016393,-0.005939
(21|42),(3|38),0.020950,0.032787,-0.011837
(21|42),(3|39),0.021079,0.008197,+0.012882
(21|42),(5|21),0.000002,0.000000,+0.000002
(21|42),(5|22),0.000002,0.000000,+0.000002
(21|42),(5|23),0.000001,0.000000,+0.000001
(21|42),(5|25),0.000002,0.000000,+0.000002
(21|42),(5|26),0.000009,0.000000,+0.000009
(21|42),(5|27),0.000015,0.000000,+0.000015
(21|42),(5|28),0.000025,0.000000,+0.000025
(21|42),(5|29),0.000046,0.000000,+0.000046
(21|42),(5|30),0.000079,0.000000,+0.000079
(21|42),(5|31),0.000154,0.000000,+0.000154
(21|42),(5|32),0.000318,0.000000,+0.000318
(21|42),(5|33),0.000658,0.000000,+0.000658
(21|42),(5|34),0.001277,0.000000,+0.001277
(21|42),(5|35),0.002528,0.008197,-0.005669
(21|42),(5|36),0.005289,0.000000,+0.005289
(21|42),(5|37),0.010479,0.024590,-0.014111
(21|42),(5|38),0.020732,0.016393,+0.004339
(21|42),(5|39),0.020885,0.008197,+0.012689
(21|42),(7|18),0.000001,0.000000,+0.000001
(21|42),(7|20),0.000001,0.000000,+0.000001
(21|42),(7|26),0.000004,0.000000,+0.000004
(21|42),(7|27),0.000014,0.000000,+0.000014
(21|42),(7|28),0.000021,0.000000,+0.000021
(21|42),(7|29),0.000047,0.000000,+0.000047
(21|42),(7|30),0.000101,0.000000,+0.000101
(21|42),(7|31),0.000171,0.000000,+0.000171
(21|42),(7|32),0.000333,0.000000,+0.000333
(21|42),(7|33),0.000636,0.000000,+0.000636
(21|42),(7|34),0.001234,0.000000,+0.001234
(21|42),(7|35),0.002533,0.008197,-0.005663
(21|42),(7|36),0.005159,0.000000,+0.005159
(21|42),(7|37),0.010281,0.024590,-0.014309
(21|42),(7|38),0.020614,0.000000,+0.020614
(21|42),(7|39),0.020620,0.008197,+0.012423
(21|42),(9|25),0.000002,0.000000,+0.000002
(21|42),(9|26),0.000006,0.000000,+0.000006
(21|42),(9|27),0.000015,0.000000,+0.000015
(21|42),(9|28),0.000021,0.000000,+0.000021
(21|42),(9|29),0.000041,0.000000,+0.000041
(21|42),(9|30),0.000083,0.000000,+0.000083
(21|42),(9|31),0.000159,0.000000,+0.000159
(21|42),(9|32),0.000334,0.000000,+0.000334
(21|42),(9|33),0.000659,0.000000,+0.000659
(21|42),(9|34),0.001287,0.008197,-0.006910
(21|42),(9|35),0.002611,0.008197,-0.005585
(21|42),(9|36),0.005223,0.016393,-0.011170
(21|42),(9|37),0.010483,0.016393,-0.005911
(21|42),(9|38),0.020931,0.040984,-0.020053
(21|42),(9|39),0.020885,0.008197,+0.012689
(21|42),(11|26),0.000004,0.000000,+0.000004
(21|42),(11|27),0.000013,0.000000,+0.000013
(21|42),(11|28),0.000026,0.000000,+0.000026
(21|42),(11|29),0.000045,0.000000,+0.000045
(21|42),(11|30),0.000081,0.000000,+0.000081
(21|42),(11|31),0.000166,0.000000,+0.000166
(21|42),(11|32),0.000353,0.000000,+0.000353
(21|42),(11|33),0.000683,0.000000,+0.000683
(21|42),(11|34),0.001349,0.000000,+0.001349
(21|42),(11|35),0.002595,0.008197,-0.005601
(21|42),(11|36),0.005227,0.000000,+0.005227
(21|42),(11|37),0.010500,0.000000,+0.010500
(21|42),(11|38),0.021058,0.032787,-0.011729
(21|42),(11|39),0.021033,0.016393,+0.004640
(21|42),(13|25),0.000001,0.000000,+0.000001
(21|42),(13|26),0.000006,0.000000,+0.000006
(21|42),(13|27),0.000013,0.000000,+0.000013
(21|42),(13|28),0.000021,0.000000,+0.000021
(21|42),(13|29),0.000037,0.000000,+0.000037
(21|42),(13|30),0.000085,0.000000,+0.000085
(21|42),(13|31),0.000163,0.000000,+0.000163
(21|42),(13|32),0.000315,0.000000,+0.000315
(21|42),(13|33),0.000656,0.000000,+0.000656
(21|42),(13|34),0.001313,0.000000,+0.001313
(21|42),(13|35),0.002597,0.000000,+0.002597
(21|42),(13|36),0.005165,0.016393,-0.011229
(21|42),(13|37),0.010390,0.000000,+0.010390
(21|42),(13|38),0.020735,0.016393,+0.004342
(21|42),(13|39),0.020620,0.008197,+0.012423
(21|42),(15|23),0.000002,0.000000,+0.000002
(21|42),(15|24),0.000004,0.000000,+0.000004
(21|42),(15|26),0.000003,0.000000,+0.000003
(21|42),(15|27),0.000009,0.000000,+0.000009
(21|42),(15|28),0.000017,0.000000,+0.000017
(21|42),(15|29),0.000039,0.000000,+0.000039
(21|42),(15|30),0.000070,0.000000,+0.000070
(21|42),(15|31),0.000153,0.000000,+0.000153
(21|42),(15|32),0.000353,0.000000,+0.000353
(21|42),(15|33),0.000663,0.000000,+0.000663
(21|42),(15|34),0.001281,0.000000,+0.001281
(21|42),(15|35),0.002563,0.000000,+0.002563
(21|42),(15|36),0.005055,0.016393,-0.011338
(21|42),(15|37),0.010459,0.008197,+0.002263
(21|42),(15|38),0.021032,0.032787,-0.011755
(21|42),(15|39),0.021011,0.024590,-0.003579
(21|42),(17|26),0.000001,0.000000,+0.000001
(21|42),(17|27),0.000005,0.000000,+0.000005
(21|42),(17|28),0.000011,0.000000,+0.000011
(21|42),(17|29),0.000035,0.000000,+0.000035
(21|42),(17|30),0.000080,0.000000,+0.000080
(21|42),(17|31),0.000152,0.000000,+0.000152
(21|42),(17|32),0.000318,0.000000,+0.000318
(21|42),(17|33),0.000661,0.000000,+0.000661
(21|42),(17|34),0.001305,0.000000,+0.001305
(21|42),(17|35),0.002615,0.000000,+0.002615
(21|42),(17|36),0.005224,0.008197,-0.002973
(21|42),(17|37),0.010471,0.008197,+0.002274
(21|42),(17|38),0.020783,0.016393,+0.004390
(21|42),(17|39),0.020644,0.016393,+0.004251
(21|42),(19|23),0.000001,0.000000,+0.000001
(21|42),(19|25),0.000003,0.000000,+0.000003
(21|42),(19|26),0.000008,0.000000,+0.000008
(21|42),(19|27),0.000015,0.000000,+0.000015
(21|42),(19|28),0.000023,0.000000,+0.000023
(21|42),(19|29),0.000032,0.000000,+0.000032
(21|42),(19|30),0.000073,0.000000,+0.000073
(21|42),(19|31),0.000175,0.000000,+0.000175
(21|42),(19|32),0.000329,0.000000,+0.000329
(21|42),(19|33),0.000619,0.000000,+0.000619
(21|42),(19|34),0.001271,0.000000,+0.001271
(21|42),(19|35),0.002557,0.008197,-0.005639
(21|42),(19|36),0.005130,0.008197,-0.003067
(21|42),(19|37),0.010384,0.008197,+0.002187
(21|42),(19|38),0.020883,0.008197,+0.012686
(21|42),(19|39),0.020917,0.016393,+0.004524
(21|42),(21|24),0.000001,0.000000,+0.000001
(21|42),(21|25),0.000004,0.000000,+0.000004
(21|42),(21|26),0.000005,0.000000,+0.000005
(21|42),(21|27),0.000009,0.000000,+0.000009
(21|42),(21|28),0.000017,0.000000,+0.000017
(21|42),(21|29),0.000038,0.000000,+0.000038
(21|42),(21|30),0.000075,0.000000,+0.000075
(21|42),(21|31),0.000156,0.000000,+0.000156
(21|42),(21|32),0.000331,0.000000,+0.000331
(21|42),(21|33),0.000644,0.000000,+0.000644
(21|42),(21|34),0.001312,0.000000,+0.001312
(21|42),(21|35),0.002654,0.000000,+0.002654
(21|42),(21|36),0.005218,0.000000,+0.005218
(21|42),(21|37),0.010420,0.008197,+0.002223
(21|42),(21|38),0.020933,0.024590,-0.003657
(21|42),(21|39),0.021056,0.008197,+0.012859
(21|42),(23|22),0.000001,0.000000,+0.000001
(21|42),(23|25),0.000001,0.000000,+0.000001
(21|42),(23|26),0.000005,0.000000,+0.000005
(21|42),(23|27),0.000006,0.000000,+0.000006
(21|42),(23|28),0.000015,0.000000,+0.000015
(21|42),(23|29),0.000041,0.000000,+0.000041
(21|42),(23|30),0.000075,0.000000,+0.000075
(21|42),(23|31),0.000151,0.000000,+0.000151
(21|42),(23|32),0.000305,0.000000,+0.000305
(21|42),(23|33),0.000648,0.000000,+0.000648
(21|42),(23|34),0.001310,0.000000,+0.001310
(21|42),(23|35),0.002553,0.000000,+0.002553
(21|42),(23|36),0.005176,0.008197,-0.003021
(21|42),(23|37),0.010327,0.000000,+0.010327
(21|42),(23|38),0.020545,0.008197,+0.012348
(21|42),(23|39),0.020591,0.032787,-0.012196
(21|42),(25|24),0.000003,0.000000,+0.000003
(21|42),(25|25),0.000005,0.000000,+0.000005
(21|42),(25|26),0.000008,0.000000,+0.000008
(21|42),(25|27),0.000014,0.000000,+0.000014
(21|42),(25|28),0.000020,0.000000,+0.000020
(21|42),(25|29),0.000035,0.000000,+0.000035
(21|42),(25|30),0.000076,0.000000,+0.000076
(21|42),(25|31),0.000167,0.000000,+0.000167
(21|42),(25|32),0.000347,0.000000,+0.000347
(21|42),(25|33),0.000659,0.000000,+0.000659
(21|42),(25|34),0.001299,0.000000,+0.001299
(21|42),(25|35),0.002601,0.008197,-0.005596
(21|42),(25|36),0.005210,0.008197,-0.002987
(21|42),(25|37),0.010455,0.008197,+0.002258
(21|42),(25|38),0.020771,0.016393,+0.004377
(21|42),(25|39),0.020592,0.040984,-0.020392
(21|42),(27|25),0.000003,0.000000,+0.000003
(21|42),(27|26),0.000004,0.000000,+0.000004
(21|42),(27|27),0.000009,0.000000,+0.000009
(21|42),(27|28),0.000019,0.000000,+0.000019
(21|42),(27|29),0.000039,0.000000,+0.000039
(21|42),(27|30),0.000079,0.000000,+0.000079
(21|42),(27|31),0.000143,0.000000,+0.000143
(21|42),(27|32),0.000328,0.000000,+0.000328
(21|42),(27|33),0.000651,0.000000,+0.000651
(21|42),(27|34),0.001309,0.000000,+0.001309
(21|42),(27|35),0.002629,0.000000,+0.002629
(21|42),(27|36),0.005199,0.008197,-0.002997
(21|42),(27|37),0.010391,0.008197,+0.002195
(21|42),(27|38),0.020821,0.008197,+0.012624
(21|42),(27|39),0.020860,0.049180,-0.028320
(21|42),(29|21),0.000001,0.000000,+0.000001
(21|42),(29|24),0.000002,0.000000,+0.000002
(21|42),(29|25),0.000002,0.000000,+0.000002
(21|42),(29|26),0.000003,0.000000,+0.000003
(21|42),(29|27),0.000007,0.000000,+0.000007
(21|42),(29|28),0.000016,0.000000,+0.000016
(21|42),(29|29),0.000042,0.000000,+0.000042
(21|42),(29|30),0.000102,0.000000,+0.000102
(21|42),(29|31),0.000176,0.000000,+0.000176
(21|42),(29|32),0.000311,0.000000,+0.000311
(21|42),(29|33),0.000644,0.000000,+0.000644
(21|42),(29|34),0.001293,0.000000,+0.001293
(21|42),(29|35),0.002624,0.000000,+0.002624
(21|42),(29|36),0.005277,0.000000,+0.005277
(21|42),(29|37),0.010451,0.016393,-0.005942
(21|42),(29|38),0.020927,0.032787,-0.011860
(21|42),(29|39),0.020743,0.008197,+0.012546
(21|42),(31|25),0.000001,0.000000,+0.000001
(21|42),(31|26),0.000003,0.000000,+0.000003
(21|42),(31|27),0.000011,0.000000,+0.000011
(21|42),(31|28),0.000029,0.000000,+0.000029
(21|42),(31|29),0.000053,0.000000,+0.000053
(21|42),(31|30),0.000075,0.000000,+0.000075
(21|42),(31|31),0.000147,0.000000,+0.000147
(21|42),(31|32),0.000304,0.000000,+0.000304
(21|42),(31|33),0.000655,0.000000,+0.000655
(21|42),(31|34),0.001290,0.000000,+0.001290
(21|42),(31|35),0.002539,0.000000,+0.002539
(21|42),(31|36),0.005209,0.008197,-0.002987
(21|42),(31|37),0.010532,0.016393,-0.005861
(21|42),(31|38),0.020894,0.057377,-0.036483
(21|42),(31|39),0.020695,0.008197,+0.012498
(21|43),(1|24),0.000001,0.000000,+0.000001
(21|43),(1|26),0.000004,0.000000,+0.000004
(21|43),(1|27),0.000008,0.000000,+0.000008
(21|43),(1|28),0.000011,0.000000,+0.000011
(21|43),(1|29),0.000027,0.000000,+0.000027
(21|43),(1|30),0.000049,0.000000,+0.000049
(21|43),(1|31),0.000075,0.000000,+0.000075
(21|43),(1|32),0.000167,0.000000,+0.000167
(21|43),(1|33),0.000328,0.000000,+0.000328
(21|43),(1|34),0.000659,0.000000,+0.000659
(21|43),(1|35),0.001289,0.000000,+0.001289
(21|43),(1|36),0.002565,0.014286,-0.011720
(21|43),(1|37),0.005240,0.000000,+0.005240
(21|43),(1|38),0.010385,0.014286,-0.003901
(21|43),(1|39),0.020821,0.014286,+0.006535
(21|43),(1|40),0.021073,0.014286,+0.006788
(21|43),(3|24),0.000001,0.000000,+0.000001
(21|43),(3|26),0.000004,0.000000,+0.000004
(21|43),(3|27),0.000011,0.000000,+0.000011
(21|43),(3|28),0.000006,0.000000,+0.000006
(21|43),(3|29),0.000010,0.000000,+0.000010
(21|43),(3|30),0.000043,0.000000,+0.000043
(21|43),(3|31),0.000093,0.000000,+0.000093
(21|43),(3|32),0.000158,0.000000,+0.000158
(21|43),(3|33),0.000303,0.000000,+0.000303
(21|43),(3|34),0.000621,0.000000,+0.000621
(21|43),(3|35),0.001328,0.000000,+0.001328
(21|43),(3|36),0.002749,0.000000,+0.002749
(21|43),(3|37),0.005343,0.014286,-0.008942
(21|43),(3|38),0.010455,0.000000,+0.010455
(21|43),(3|39),0.020950,0.014286,+0.006664
(21|43),(3|40),0.021079,0.028571,-0.007493
(21|43),(5|22),0.000002,0.000000,+0.000002
(21|43),(5|23),0.000002,0.000000,+0.000002
(21|43),(5|24),0.000001,0.000000,+0.000001
(21|43),(5|26),0.000002,0.000000,+0.000002
(21|43),(5|27),0.000009,0.000000,+0.000009
(21|43),(5|28),0.000015,0.000000,+0.000015
(21|43),(5|29),0.000025,0.000000,+0.000025
(21|43),(5|30),0.000046,0.000000,+0.000046
(21|43),(5|31),0.000079,0.000000,+0.000079
(21|43),(5|32),0.000154,0.000000,+0.000154
(21|43),(5|33),0.000318,0.000000,+0.000318
(21|43),(5|34),0.000658,0.000000,+0.000658
(21|43),(5|35),0.001277,0.000000,+0.001277
(21|43),(5|36),0.002528,0.000000,+0.002528
(21|43),(5|37),0.005289,0.000000,+0.005289
(21|43),(5|38),0.010479,0.014286,-0.003806
(21|43),(5|39),0.020732,0.014286,+0.006446
(21|43),(5|40),0.020885,0.014286,+0.006600
(21|43),(7|19),0.000001,0.000000,+0.000001
(21|43),(7|21),0.000001,0.000000,+0.000001
(21|43),(7|27),0.000004,0.000000,+0.000004
(21|43),(7|28),0.000014,0.000000,+0.000014
(21|43),(7|29),0.000021,0.000000,+0.000021
(21|43),(7|30),0.000047,0.000000,+0.000047
(21|43),(7|31),0.000101,0.000000,+0.000101
(21|43),(7|32),0.000171,0.000000,+0.000171
(21|43),(7|33),0.000333,0.000000,+0.000333
(21|43),(7|34),0.000636,0.000000,+0.000636
(21|43),(7|35),0.001234,0.000000,+0.001234
(21|43),(7|36),0.002533,0.000000,+0.002533
(21|43),(7|37),0.005159,0.014286,-0.009126
(21|43),(7|38),0.010281,0.028571,-0.018290
(21|43),(7|39),0.020614,0.042857,-0.022243
(21|43),(7|40),0.020620,0.000000,+0.020620
(21|43),(9|26),0.000002,0.000000,+0.000002
(21|43),(9|27),0.000006,0.000000,+0.000006
(21|43),(9|28),0.000015,0.000000,+0.000015
(21|43),(9|29),0.000021,0.000000,+0.000021
(21|43),(9|30),0.000041,0.000000,+0.000041
(21|43),(9|31),0.000083,0.000000,+0.000083
(21|43),(9|32),0.000159,0.014286,-0.014127
(21|43),(9|33),0.000334,0.000000,+0.000334
(21|43),(9|34),0.000659,0.000000,+0.000659
(21|43),(9|35),0.001287,0.000000,+0.001287
(21|43),(9|36),0.002611,0.000000,+0.002611
(21|43),(9|37),0.005223,0.000000,+0.005223
(21|43),(9|38),0.010483,0.000000,+0.010483
(21|43),(9|39),0.020931,0.042857,-0.021926
(21|43),(9|40),0.020885,0.028571,-0.007686
(21|43),(11|27),0.000004,0.000000,+0.000004
(21|43),(11|28),0.000013,0.000000,+0.000013
(21|43),(11|29),0.000026,0.000000,+0.000026
(21|43),(11|30),0.000045,0.000000,+0.000045
(21|43),(11|31),0.000081,0.000000,+0.000081
(21|43),(11|32),0.000166,0.000000,+0.000166
(21|43),(11|33),0.000353,0.000000,+0.000353
(21|43),(11|34),0.000683,0.000000,+0.000683
(21|43),(11|35),0.001349,0.000000,+0.001349
(21|43),(11|36),0.002595,0.000000,+0.002595
(21|43),(11|37),0.005227,0.014286,-0.009059
(21|43),(11|38),0.010500,0.014286,-0.003786
(21|43),(11|39),0.021058,0.000000,+0.021058
(21|43),(11|40),0.021033,0.014286,+0.006748
(21|43),(13|26),0.000001,0.000000,+0.000001
(21|43),(13|27),0.000006,0.000000,+0.000006
(21|43),(13|28),0.000013,0.000000,+0.000013
(21|43),(13|29),0.000021,0.000000,+0.000021
(21|43),(13|30),0.000037,0.000000,+0.000037
(21|43),(13|31),0.000085,0.000000,+0.000085
(21|43),(13|32),0.000163,0.000000,+0.000163
(21|43),(13|33),0.000315,0.000000,+0.000315
(21|43),(13|34),0.000656,0.000000,+0.000656
(21|43),(13|35),0.001313,0.000000,+0.001313
(21|43),(13|36),0.002597,0.000000,+0.002597
(21|43),(13|37),0.005165,0.000000,+0.005165
(21|43),(13|38),0.010390,0.000000,+0.010390
(21|43),(13|39),0.020735,0.028571,-0.007836
(21|43),(13|40),0.020620,0.000000,+0.020620
(21|43),(15|24),0.000002,0.000000,+0.000002
(21|43),(15|25),0.000004,0.000000,+0.000004
(21|43),(15|27),0.000003,0.000000,+0.000003
(21|43),(15|28),0.000009,0.000000,+0.000009
(21|43),(15|29),0.000017,0.000000,+0.000017
(21|43),(15|30),0.000039,0.000000,+0.000039
(21|43),(15|31),0.000070,0.000000,+0.000070
(21|43),(15|32),0.000153,0.000000,+0.000153
(21|43),(15|33),0.000353,0.000000,+0.000353
(21|43),(15|34),0.000663,0.000000,+0.000663
(21|43),(15|35),0.001281,0.000000,+0.001281
(21|43),(15|36),0.002563,0.014286,-0.011722
(21|43),(15|37),0.005055,0.000000,+0.005055
(21|43),(15|38),0.010459,0.000000,+0.010459
(21|43),(15|39),0.021032,0.057143,-0.036111
(21|43),(15|40),0.021011,0.000000,+0.021011
(21|43),(17|27),0.000001,0.000000,+0.000001
(21|43),(17|28),0.000005,0.000000,+0.000005
(21|43),(17|29),0.000011,0.000000,+0.000011
(21|43),(17|30),0.000035,0.000000,+0.000035
(21|43),(17|31),0.000080,0.000000,+0.000080
(21|43),(17|32),0.000152,0.000000,+0.000152
(21|43),(17|33),0.000318,0.000000,+0.000318
(21|43),(17|34),0.000661,0.000000,+0.000661
(21|43),(17|35),0.001305,0.000000,+0.001305
(21|43),(17|36),0.002615,0.000000,+0.002615
(21|43),(17|37),0.005224,0.028571,-0.023347
(21|43),(17|38),0.010471,0.000000,+0.010471
(21|43),(17|39),0.020783,0.000000,+0.020783
(21|43),(17|40),0.020644,0.014286,+0.006358
(21|43),(19|24),0.000001,0.000000,+0.000001
(21|43),(19|26),0.000003,0.000000,+0.000003
(21|43),(19|27),0.000008,0.000000,+0.000008
(21|43),(19|28),0.000015,0.000000,+0.000015
(21|43),(19|29),0.000023,0.000000,+0.000023
(21|43),(19|30),0.000032,0.000000,+0.000032
(21|43),(19|31),0.000073,0.000000,+0.000073
(21|43),(19|32),0.000175,0.000000,+0.000175
(21|43),(19|33),0.000329,0.000000,+0.000329
(21|43),(19|34),0.000619,0.000000,+0.000619
(21|43),(19|35),0.001271,0.000000,+0.001271
(21|43),(19|36),0.002557,0.000000,+0.002557
(21|43),(19|37),0.005130,0.000000,+0.005130
(21|43),(19|38),0.010384,0.014286,-0.003902
(21|43),(19|39),0.020883,0.014286,+0.006597
(21|43),(19|40),0.020917,0.000000,+0.020917
(21|43),(21|25),0.000001,0.000000,+0.000001
(21|43),(21|26),0.000004,0.000000,+0.000004
(21|43),(21|27),0.000005,0.000000,+0.000005
(21|43),(21|28),0.000009,0.000000,+0.000009
(21|43),(21|29),0.000017,0.000000,+0.000017
(21|43),(21|30),0.000038,0.000000,+0.000038
(21|43),(21|31),0.000075,0.000000,+0.000075
(21|43),(21|32),0.000156,0.000000,+0.000156
(21|43),(21|33),0.000331,0.000000,+0.000331
(21|43),(21|34),0.000644,0.000000,+0.000644
(21|43),(21|35),0.001312,0.000000,+0.001312
(21|43),(21|36),0.002654,0.000000,+0.002654
(21|43),(21|37),0.005218,0.014286,-0.009068
(21|43),(21|38),0.010420,0.014286,-0.003866
(21|43),(21|39),0.020933,0.000000,+0.020933
(21|43),(21|40),0.021056,0.014286,+0.006770
(21|43),(23|23),0.000001,0.000000,+0.000001
(21|43),(23|26),0.000001,0.000000,+0.000001
(21|43),(23|27),0.000005,0.000000,+0.000005
(21|43),(23|28),0.000006,0.000000,+0.000006
(21|43),(23|29),0.000015,0.000000,+0.000015
(21|43),(23|30),0.000041,0.000000,+0.000041
(21|43),(23|31),0.000075,0.000000,+0.000075
(21|43),(23|32),0.000151,0.000000,+0.000151
(21|43),(23|33),0.000305,0.000000,+0.000305
