r,ell,eps,c,a,b,absF,theta,s,J,phi_3r,cong_residual_q
6,1,0,730,469,156,140.2961154131,2.776007225909,None,None,322.083333,
6,1,0,730,472,157,140.2961154131,0.810895771811,None,None,94.083333,
6,1,0,730,475,158,140.2961154131,2.620866847954,None,None,304.083333,
6,1,0,730,478,159,140.2961154131,-0.559510900125,None,None,-64.916667,
6,1,0,730,481,160,140.2961154131,-2.602192543200,None,None,-301.916667,
6,1,0,730,484,161,140.2961154131,2.853577414886,None,None,331.083333,
6,1,0,730,487,162,140.2961154131,1.457314013291,None,None,169.083333,
6,1,0,730,490,163,140.2961154131,0.035193882036,None,None,4.083333,
6,1,0,730,493,164,140.2961154131,-0.637081089102,None,None,-73.916667,
6,1,0,730,496,165,140.2961154131,-1.645493545810,None,None,-190.916667,
6,1,0,730,499,166,140.2961154131,-1.748920464447,None,None,-202.916667,
6,1,0,730,502,167,140.2961154131,0.526471745560,None,None,61.083333,
6,1,0,730,505,168,140.2961154131,-1.490353167855,None,None,-172.916667,
6,1,0,730,508,169,140.2961154131,0.423044826924,None,None,49.083333,
6,1,0,730,511,170,140.2961154131,2.155445714088,None,None,250.083333,
6,1,0,730,514,171,140.2961154131,-2.266055057630,None,None,-262.916667,
6,1,0,730,517,172,140.2961154131,2.362299551362,None,None,274.083333,
6,1,0,730,520,173,140.2961154131,0.061050611695,None,None,7.083333,
6,1,0,730,523,174,140.2961154131,-1.878204112743,None,None,-217.916667,
6,1,0,730,526,175,140.2961154131,-0.119946495919,None,None,-13.916667,
6,1,0,730,529,176,140.2961154131,2.620866847954,None,None,304.083333,
6,1,0,730,532,177,140.2961154131,1.767594769201,None,None,205.083333,
6,1,0,730,535,178,140.2961154131,1.353887094654,None,None,157.083333,
6,1,0,730,538,179,140.2961154131,-0.637081089102,None,None,-73.916667,
6,1,0,730,541,180,140.2961154131,-1.800633923765,None,None,-208.916667,
6,1,0,730,544,181,140.2961154131,2.595010118294,None,None,301.083333,
6,1,0,730,547,182,140.2961154131,-1.335212789900,None,None,-154.916667,
6,1,0,730,550,183,140.2961154131,2.077875525111,None,None,241.083333,
6,1,0,730,553,184,140.2961154131,-0.585367629784,None,None,-67.916667,
6,1,0,730,556,185,140.2961154131,2.620866847954,None,None,304.083333,
6,1,0,730,559,186,140.2961154131,2.931147603864,None,None,340.083333,
6,1,0,730,562,187,140.2961154131,0.190334259991,None,None,22.083333,
6,1,0,730,565,188,140.2961154131,0.759182312493,None,None,88.083333,
6,1,0,730,568,189,140.2961154131,2.853577414886,None,None,331.083333,
6,1,0,730,571,190,140.2961154131,0.733325582834,None,None,85.083333,
6,1,0,730,574,191,140.2961154131,1.457314013291,None,None,169.083333,
6,1,0,730,577,192,140.2961154131,-2.343625246608,None,None,-271.916667,
6,1,0,730,580,193,140.2961154131,3.138001441137,None,None,364.083333,
6,1,0,730,583,194,140.2961154131,0.526471745560,None,None,61.083333,
6,1,0,730,586,195,140.2961154131,2.000305336133,None,None,232.083333,
6,1,0,730,589,196,140.2961154131,-3.067613677065,None,None,-355.916667,
6,1,0,730,592,197,140.2961154131,0.061050611695,None,None,7.083333,
6,1,0,730,595,198,140.2961154131,-0.869791656035,None,None,-100.916667,
6,1,0,730,598,199,140.2961154131,3.060431252160,None,None,355.083333,
6,1,0,730,601,200,140.2961154131,2.155445714088,None,None,250.083333,
6,1,0,730,604,201,140.2961154131,-2.576335813541,None,None,-298.916667,
6,1,0,730,607,202,140.2961154131,-1.516209897514,None,None,-175.916667,
6,1,0,730,610,203,140.2961154131,2.620866847954,None,None,304.083333,
6,1,0,730,613,204,140.2961154131,-1.024932033990,None,None,-118.916667,
6,1,0,730,616,205,140.2961154131,-2.136771409335,None,None,-247.916667,
6,1,0,730,619,206,140.2961154131,-2.731476191496,None,None,-316.916667,
6,1,0,730,622,207,140.2961154131,-0.404370522170,None,None,-46.916667,
6,1,0,730,625,208,140.2961154131,-2.990043488087,None,None,-346.916667,
6,1,0,730,628,209,140.2961154131,0.759182312493,None,None,88.083333,
6,1,0,730,631,210,140.2961154131,1.379743824313,None,None,160.083333,
6,1,0,730,634,211,140.2961154131,-1.981631031380,None,None,-229.916667,
6,1,0,730,637,212,140.2961154131,2.620866847954,None,None,304.083333,
6,1,0,730,640,213,140.2961154131,0.138620800673,None,None,16.083333,
6,1,0,730,643,214,140.2961154131,2.982861063182,None,None,346.083333,
6,1,0,730,646,215,140.2961154131,-1.335212789900,None,None,-154.916667,
6,1,0,730,649,216,140.2961154131,-2.033344490698,None,None,-235.916667,
6,1,0,730,652,217,140.2961154131,1.431457283632,None,None,166.083333,
6,1,0,730,655,218,140.2961154131,-2.731476191496,None,None,-316.916667,
6,1,0,730,658,219,140.2961154131,-3.041756947406,None,None,-352.916667,
6,1,0,730,661,220,140.2961154131,1.741738039542,None,None,202.083333,
6,1,0,730,664,221,140.2961154131,0.526471745560,None,None,61.083333,
6,1,0,730,667,222,140.2961154131,-0.792221467058,None,None,-91.916667,
6,1,0,730,670,223,140.2961154131,-0.275086873874,None,None,-31.916667,
6,1,0,730,673,224,140.2961154131,-2.033344490698,None,None,-235.916667,
6,1,0,730,676,225,140.2961154131,0.526471745560,None,None,61.083333,
6,1,0,730,679,226,140.2961154131,-2.524622354222,None,None,-292.916667,
6,1,0,730,682,227,140.2961154131,-2.033344490698,None,None,-235.916667,
6,1,0,730,685,228,140.2961154131,3.008717792841,None,None,349.083333,
6,1,0,730,688,229,140.2961154131,-2.912473299110,None,None,-337.916667,
6,1,0,730,691,230,140.2961154131,2.620866847954,None,None,304.083333,
6,1,0,730,694,231,140.2961154131,2.465726469999,None,None,286.083333,
6,1,0,730,697,232,140.2961154131,0.655755393856,None,None,76.083333,
6,1,0,730,700,233,140.2961154131,1.457314013291,None,None,169.083333,
6,1,0,730,703,234,140.2961154131,0.991892879426,None,None,115.083333,
6,1,0,730,706,235,140.2961154131,-2.291911787290,None,None,-265.916667,
6,1,0,730,709,236,140.2961154131,2.853577414886,None,None,331.083333,
6,1,0,730,712,237,140.2961154131,0.681612123515,None,None,79.083333,
6,1,0,730,715,238,140.2961154131,2.905290874205,None,None,337.083333,
6,1,0,730,718,239,140.2961154131,2.620866847954,None,None,304.083333,
6,1,0,730,721,240,140.2961154131,-2.653906002518,None,None,-307.916667,
6,1,0,730,724,241,140.2961154131,-0.507797440807,None,None,-58.916667,
6,1,0,730,727,242,140.2961154131,2.853577414886,None,None,331.083333,
6,2,0,1459,1,0,140.2961154131,1.457314013291,None,None,169.083333,
6,2,0,1459,4,1,140.2961154131,-2.059201220357,None,None,-238.916667,
6,2,0,1459,7,2,140.2961154131,1.457314013291,None,None,169.083333,
6,2,0,1459,10,3,140.2961154131,-1.645493545810,None,None,-190.916667,
6,2,0,1459,13,4,140.2961154131,2.439869740339,None,None,283.083333,
6,2,0,1459,16,5,140.2961154131,2.620866847954,None,None,304.083333,
6,2,0,1459,19,6,140.2961154131,-1.490353167855,None,None,-172.916667,
6,2,0,1459,22,7,140.2961154131,-1.671350275469,None,None,-193.916667,
6,2,0,1459,25,8,140.2961154131,-2.033344490698,None,None,-235.916667,
6,2,0,1459,28,9,140.2961154131,-2.266055057630,None,None,-262.916667,
6,2,0,1459,31,10,140.2961154131,0.267904448969,None,None,31.083333,
6,2,0,1459,34,11,140.2961154131,2.155445714088,None,None,250.083333,
6,2,0,1459,37,12,140.2961154131,-1.878204112743,None,None,-217.916667,
6,2,0,1459,40,13,140.2961154131,-2.214341598312,None,None,-256.916667,
6,2,0,1459,43,14,140.2961154131,-1.567923356833,None,None,-181.916667,
6,2,0,1459,46,15,140.2961154131,1.767594769201,None,None,205.083333,
6,2,0,1459,49,16,140.2961154131,-0.740508007739,None,None,-85.916667,
6,2,0,1459,52,17,140.2961154131,1.457314013291,None,None,169.083333,
6,2,0,1459,55,18,140.2961154131,-1.800633923765,None,None,-208.916667,
6,2,0,1459,58,19,140.2961154131,0.500615015901,None,None,58.083333,
6,2,0,1459,61,20,140.2961154131,0.759182312493,None,None,88.083333,
6,2,0,1459,64,21,140.2961154131,2.077875525111,None,None,241.083333,
6,2,0,1459,67,22,140.2961154131,-2.679762732177,None,None,-310.916667,
6,2,0,1459,70,23,140.2961154131,-1.567923356833,None,None,-181.916667,
6,2,0,1459,73,24,140.2961154131,2.931147603864,None,None,340.083333,
6,2,0,1459,76,25,140.2961154131,-1.904060842402,None,None,-220.916667,
6,2,0,1459,79,26,140.2961154131,2.853577414886,None,None,331.083333,
6,2,0,1459,82,27,140.2961154131,2.853577414886,None,None,331.083333,
6,2,0,1459,85,28,140.2961154131,-1.361069519559,None,None,-157.916667,
6,2,0,1459,88,29,140.2961154131,-2.731476191496,None,None,-316.916667,
6,2,0,1459,91,30,140.2961154131,-2.343625246608,None,None,-271.916667,
6,2,0,1459,94,31,140.2961154131,1.043606338744,None,None,121.083333,
6,2,0,1459,97,32,140.2961154131,2.620866847954,None,None,304.083333,
6,2,0,1459,100,33,140.2961154131,2.000305336133,None,None,232.083333,
6,2,0,1459,103,34,140.2961154131,1.121176527721,None,None,130.083333,
6,2,0,1459,106,35,140.2961154131,2.155445714088,None,None,250.083333,
6,2,0,1459,109,36,140.2961154131,-0.869791656035,None,None,-100.916667,
6,2,0,1459,112,37,140.2961154131,0.966036149766,None,None,112.083333,
6,2,0,1459,115,38,140.2961154131,-2.033344490698,None,None,-235.916667,
6,2,0,1459,118,39,140.2961154131,-2.576335813541,None,None,-298.916667,
6,2,0,1459,121,40,140.2961154131,2.672580307272,None,None,310.083333,
6,2,0,1459,124,41,140.2961154131,-1.567923356833,None,None,-181.916667,
6,2,0,1459,127,42,140.2961154131,-1.024932033990,None,None,-118.916667,
6,2,0,1459,130,43,140.2961154131,2.052018795452,None,None,238.083333,
6,2,0,1459,133,44,140.2961154131,-0.637081089102,None,None,-73.916667,
6,2,0,1459,136,45,140.2961154131,-0.404370522170,None,None,-46.916667,
6,2,0,1459,139,46,140.2961154131,1.198746716699,None,None,139.083333,
6,2,0,1459,142,47,140.2961154131,2.853577414886,None,None,331.083333,
6,2,0,1459,145,48,140.2961154131,1.379743824313,None,None,160.083333,
6,2,0,1459,148,49,140.2961154131,2.207159173407,None,None,256.083333,
6,2,0,1459,151,50,140.2961154131,-1.567923356833,None,None,-181.916667,
6,2,0,1459,154,51,140.2961154131,0.138620800673,None,None,16.083333,
6,2,0,1459,157,52,140.2961154131,0.888465960789,None,None,103.083333,
6,2,0,1459,160,53,140.2961154131,0.759182312493,None,None,88.083333,
6,2,0,1459,163,54,140.2961154131,-2.033344490698,None,None,-235.916667,
6,2,0,1459,166,55,140.2961154131,-0.662937818762,None,None,-76.916667,
6,2,0,1459,169,56,140.2961154131,-0.637081089102,None,None,-73.916667,
6,2,0,1459,172,57,140.2961154131,-3.041756947406,None,None,-352.916667,
6,2,0,1459,175,58,140.2961154131,-0.352657062852,None,None,-40.916667,
6,2,0,1459,178,59,140.2961154131,2.620866847954,None,None,304.083333,
6,2,0,1459,181,60,140.2961154131,-0.792221467058,None,None,-91.916667,
6,2,0,1459,184,61,140.2961154131,-2.369481976267,None,None,-274.916667,
6,2,0,1459,187,62,140.2961154131,0.061050611695,None,None,7.083333,
6,2,0,1459,190,63,140.2961154131,0.526471745560,None,None,61.083333,
6,2,0,1459,193,64,140.2961154131,1.664167850564,None,None,193.083333,
6,2,0,1459,196,65,140.2961154131,0.061050611695,None,None,7.083333,
6,2,0,1459,199,66,140.2961154131,3.008717792841,None,None,349.083333,
6,2,0,1459,202,67,140.2961154131,1.276316905677,None,None,148.083333,
6,2,0,1459,205,68,140.2961154131,-1.567923356833,None,None,-181.916667,
6,2,0,1459,208,69,140.2961154131,2.465726469999,None,None,286.083333,
6,2,0,1459,211,70,140.2961154131,-1.438639708537,None,None,-166.916667,
6,2,0,1459,214,71,140.2961154131,-2.731476191496,None,None,-316.916667,
6,2,0,1459,217,72,140.2961154131,0.991892879426,None,None,115.083333,
6,2,0,1459,220,73,140.2961154131,1.896878417497,None,None,220.083333,
6,2,0,1459,223,74,140.2961154131,-1.335212789900,None,None,-154.916667,
6,2,0,1459,226,75,140.2961154131,0.681612123515,None,None,79.083333,
6,2,0,1459,229,76,140.2961154131,0.810895771811,None,None,94.083333,
6,2,0,1459,232,77,140.2961154131,-1.567923356833,None,None,-181.916667,
6,2,0,1459,235,78,140.2961154131,-2.653906002518,None,None,-307.916667,
6,2,0,1459,238,79,140.2961154131,-2.602192543200,None,None,-301.916667,
6,2,0,1459,241,80,140.2961154131,-1.335212789900,None,None,-154.916667,
6,2,0,1459,244,81,140.2961154131,-0.637081089102,None,None,-73.916667,
6,2,0,1459,247,82,140.2961154131,0.035193882036,None,None,4.083333,
6,2,0,1459,250,83,140.2961154131,1.457314013291,None,None,169.083333,
6,2,0,1459,253,84,140.2961154131,2.543296658976,None,None,295.083333,
6,2,0,1459,256,85,140.2961154131,-1.748920464447,None,None,-202.916667,
6,2,0,1459,259,86,140.2961154131,2.620866847954,None,None,304.083333,
6,2,0,1459,262,87,140.2961154131,2.698437036931,None,None,313.083333,
6,2,0,1459,265,88,140.2961154131,0.423044826924,None,None,49.083333,
6,2,0,1459,268,89,140.2961154131,-2.033344490698,None,None,-235.916667,
6,2,0,1459,271,90,140.2961154131,1.922735147156,None,None,223.083333,
6,2,0,1459,274,91,140.2961154131,2.362299551362,None,None,274.083333,
6,2,0,1459,277,92,140.2961154131,2.155445714088,None,None,250.083333,
6,2,0,1459,280,93,140.2961154131,2.310586092044,None,None,268.083333,
6,2,0,1459,283,94,140.2961154131,-0.119946495919,None,None,-13.916667,
6,2,0,1459,286,95,140.2961154131,-1.567923356833,None,None,-181.916667,
6,2,0,1459,289,96,140.2961154131,-0.326800333192,None,None,-37.916667,
6,2,0,1459,292,97,140.2961154131,1.353887094654,None,None,157.083333,
6,2,0,1459,295,98,140.2961154131,1.457314013291,None,None,169.083333,
6,2,0,1459,298,99,140.2961154131,2.388156281021,None,None,277.083333,
6,2,0,1459,301,100,140.2961154131,2.595010118294,None,None,301.083333,
6,2,0,1459,304,101,140.2961154131,0.759182312493,None,None,88.083333,
6,2,0,1459,307,102,140.2961154131,-0.016519577282,None,None,-1.916667,
6,2,0,1459,310,103,140.2961154131,-0.585367629784,None,None,-67.916667,
6,2,0,1459,313,104,140.2961154131,-1.567923356833,None,None,-181.916667,
6,2,0,1459,316,105,140.2961154131,0.836752501471,None,None,97.083333,
6,2,0,1459,319,106,140.2961154131,0.190334259991,None,None,22.083333,
6,2,0,1459,322,107,140.2961154131,2.853577414886,None,None,331.083333,
6,2,0,1459,325,108,140.2961154131,0.759182312493,None,None,88.083333,
6,2,0,1459,328,109,140.2961154131,0.733325582834,None,None,85.083333,
6,2,0,1459,331,110,140.2961154131,-2.731476191496,None,None,-316.916667,
6,2,0,1459,334,111,140.2961154131,1.845164958178,None,None,214.083333,
6,2,0,1459,337,112,140.2961154131,3.138001441137,None,None,364.083333,
6,2,0,1459,340,113,140.2961154131,2.620866847954,None,None,304.083333,
6,2,0,1459,343,114,140.2961154131,-0.094089766260,None,None,-10.916667,
6,2,0,1459,346,115,140.2961154131,-3.067613677065,None,None,-355.916667,
6,2,0,1459,349,116,140.2961154131,2.155445714088,None,None,250.083333,
6,2,0,1459,352,117,140.2961154131,-2.964186758428,None,None,-343.916667,
6,2,0,1459,355,118,140.2961154131,3.060431252160,None,None,355.083333,
6,2,0,1459,358,119,140.2961154131,-2.033344490698,None,None,-235.916667,
6,2,0,1459,361,120,140.2961154131,1.612454391246,None,None,187.083333,
6,2,0,1459,364,121,140.2961154131,-1.516209897514,None,None,-175.916667,
6,2,0,1459,367,122,140.2961154131,-1.567923356833,None,None,-181.916667,
6,2,0,1459,370,123,140.2961154131,-3.119327136383,None,None,-361.916667,
6,2,0,1459,373,124,140.2961154131,-2.136771409335,None,None,-247.916667,
6,2,0,1459,376,125,140.2961154131,-0.637081089102,None,None,-73.916667,
6,2,0,1459,379,126,140.2961154131,-2.498765624563,None,None,-289.916667,
6,2,0,1459,382,127,140.2961154131,-2.990043488087,None,None,-346.916667,
6,2,0,1459,385,128,140.2961154131,2.853577414886,None,None,331.083333,
6,2,0,1459,388,129,140.2961154131,-0.714651278080,None,None,-82.916667,
6,2,0,1459,391,130,140.2961154131,-1.981631031380,None,None,-229.916667,
6,2,0,1459,394,131,140.2961154131,-1.567923356833,None,None,-181.916667,
6,2,0,1459,397,132,140.2961154131,-1.955774301720,None,None,-226.916667,
6,2,0,1459,400,133,140.2961154131,2.982861063182,None,None,346.083333,
6,2,0,1459,403,134,140.2961154131,0.759182312493,None,None,88.083333,
6,2,0,1459,406,135,140.2961154131,2.155445714088,None,None,250.083333,
6,2,0,1459,409,136,140.2961154131,1.431457283632,None,None,166.083333,
6,2,0,1459,412,137,140.2961154131,-0.637081089102,None,None,-73.916667,
6,2,0,1459,415,138,140.2961154131,1.147033257381,None,None,133.083333,
6,2,0,1459,418,139,140.2961154131,1.741738039542,None,None,202.083333,
6,2,0,1459,421,140,140.2961154131,2.620866847954,None,None,304.083333,
6,2,0,1459,424,141,140.2961154131,-2.886616569451,None,None,-334.916667,
6,2,0,1459,427,142,140.2961154131,-0.275086873874,None,None,-31.916667,
6,2,0,1459,430,143,140.2961154131,0.061050611695,None,None,7.083333,
6,2,0,1459,433,144,140.2961154131,-1.567923356833,None,None,-181.916667,
6,2,0,1459,436,145,140.2961154131,-2.524622354222,None,None,-292.916667,
6,2,0,1459,439,146,140.2961154131,0.061050611695,None,None,7.083333,
6,2,0,1459,442,147,140.2961154131,0.914322690448,None,None,106.083333,
6,2,0,1459,445,148,140.2961154131,-2.912473299110,None,None,-337.916667,
6,2,0,1459,448,149,140.2961154131,-1.567923356833,None,None,-181.916667,
6,2,0,1459,451,150,140.2961154131,0.371331367605,None,None,43.083333,
6,2,0,1459,454,151,140.2961154131,0.655755393856,None,None,76.083333,
6,2,0,1459,457,152,140.2961154131,-2.731476191496,None,None,-316.916667,
6,2,0,1459,460,153,140.2961154131,-1.102502222968,None,None,-127.916667,
6,2,0,1459,463,154,140.2961154131,-2.291911787290,None,None,-265.916667,
6,2,0,1459,466,155,140.2961154131,-1.335212789900,None,None,-154.916667,
6,2,0,1459,469,156,140.2961154131,-1.412782978878,None,None,-163.916667,
6,2,0,1459,472,157,140.2961154131,2.905290874205,None,None,337.083333,
6,2,0,1459,475,158,140.2961154131,-1.567923356833,None,None,-181.916667,
6,2,0,1459,478,159,140.2961154131,1.534884202268,None,None,178.083333,
6,2,0,1459,481,160,140.2961154131,-0.507797440807,None,None,-58.916667,
6,2,0,1459,484,161,140.2961154131,-1.335212789900,None,None,-154.916667,
6,2,0,1459,487,162,140.2961154131,-2.731476191496,None,None,-316.916667,
6,2,0,1459,490,163,140.2961154131,2.129588984429,None,None,247.083333,
6,2,0,1459,493,164,140.2961154131,1.457314013291,None,None,169.083333,
6,2,0,1459,496,165,140.2961154131,0.448901556583,None,None,52.083333,
6,2,0,1459,499,166,140.2961154131,0.345474637946,None,None,40.083333,
6,2,0,1459,502,167,140.2961154131,2.620866847954,None,None,304.083333,
6,2,0,1459,505,168,140.2961154131,0.604041934538,None,None,70.083333,
6,2,0,1459,508,169,140.2961154131,2.517439929317,None,None,292.083333,
6,2,0,1459,511,170,140.2961154131,-2.033344490698,None,None,-235.916667,
6,2,0,1459,514,171,140.2961154131,-0.171659955237,None,None,-19.916667,
6,2,0,1459,517,172,140.2961154131,-1.826490653425,None,None,-211.916667,
6,2,0,1459,520,173,140.2961154131,2.155445714088,None,None,250.083333,
6,2,0,1459,523,174,140.2961154131,0.216190989650,None,None,25.083333,
6,2,0,1459,526,175,140.2961154131,1.974448606474,None,None,229.083333,
6,2,0,1459,529,176,140.2961154131,-1.567923356833,None,None,-181.916667,
6,2,0,1459,532,177,140.2961154131,-2.421195435586,None,None,-280.916667,
6,2,0,1459,535,178,140.2961154131,-2.834903110132,None,None,-328.916667,
6,2,0,1459,538,179,140.2961154131,1.457314013291,None,None,169.083333,
6,2,0,1459,541,180,140.2961154131,0.293761178628,None,None,34.083333,
6,2,0,1459,544,181,140.2961154131,-1.593780086492,None,None,-184.916667,
6,2,0,1459,547,182,140.2961154131,0.759182312493,None,None,88.083333,
6,2,0,1459,550,183,140.2961154131,-2.110914679675,None,None,-244.916667,
6,2,0,1459,553,184,140.2961154131,1.509027472609,None,None,175.083333,
6,2,0,1459,556,185,140.2961154131,-1.567923356833,None,None,-181.916667,
6,2,0,1459,559,186,140.2961154131,-1.257642600923,None,None,-145.916667,
6,2,0,1459,562,187,140.2961154131,2.284729362384,None,None,265.083333,
6,2,0,1459,565,188,140.2961154131,2.853577414886,None,None,331.083333,
6,2,0,1459,568,189,140.2961154131,-1.335212789900,None,None,-154.916667,
6,2,0,1459,571,190,140.2961154131,2.827720685227,None,None,328.083333,
6,2,0,1459,574,191,140.2961154131,-2.731476191496,None,None,-316.916667,
6,2,0,1459,577,192,140.2961154131,-0.249230144215,None,None,-28.916667,
6,2,0,1459,580,193,140.2961154131,-1.050788763649,None,None,-121.916667,
6,2,0,1459,583,194,140.2961154131,2.620866847954,None,None,304.083333,
6,2,0,1459,586,195,140.2961154131,-2.188484868653,None,None,-253.916667,
6,2,0,1459,589,196,140.2961154131,-0.973218574672,None,None,-112.916667,
6,2,0,1459,592,197,140.2961154131,2.155445714088,None,None,250.083333,
6,2,0,1459,595,198,140.2961154131,1.224603446358,None,None,142.083333,
6,2,0,1459,598,199,140.2961154131,-1.128358952627,None,None,-130.916667,
6,2,0,1459,601,200,140.2961154131,-2.033344490698,None,None,-235.916667,
6,2,0,1459,604,201,140.2961154131,-0.481940711147,None,None,-55.916667,
6,2,0,1459,607,202,140.2961154131,0.578185204879,None,None,67.083333,
6,2,0,1459,610,203,140.2961154131,-1.567923356833,None,None,-181.916667,
6,2,0,1459,613,204,140.2961154131,1.069463068403,None,None,124.083333,
6,2,0,1459,616,205,140.2961154131,-0.042376306941,None,None,-4.916667,
6,2,0,1459,619,206,140.2961154131,-0.637081089102,None,None,-73.916667,
6,2,0,1459,622,207,140.2961154131,1.690024580223,None,None,196.083333,
6,2,0,1459,625,208,140.2961154131,-0.895648385694,None,None,-103.916667,
6,2,0,1459,628,209,140.2961154131,2.853577414886,None,None,331.083333,
6,2,0,1459,631,210,140.2961154131,-2.809046380473,None,None,-325.916667,
6,2,0,1459,634,211,140.2961154131,0.112764071014,None,None,13.083333,
6,2,0,1459,637,212,140.2961154131,-1.567923356833,None,None,-181.916667,
6,2,0,1459,640,213,140.2961154131,2.233015903066,None,None,259.083333,
6,2,0,1459,643,214,140.2961154131,-1.205929141604,None,None,-139.916667,
6,2,0,1459,646,215,140.2961154131,0.759182312493,None,None,88.083333,
6,2,0,1459,649,216,140.2961154131,0.061050611695,None,None,7.083333,
6,2,0,1459,652,217,140.2961154131,-2.757332921155,None,None,-319.916667,
6,2,0,1459,655,218,140.2961154131,-0.637081089102,None,None,-73.916667,
6,2,0,1459,658,219,140.2961154131,-0.947361845013,None,None,-109.916667,
6,2,0,1459,661,220,140.2961154131,-2.447052165245,None,None,-283.916667,
6,2,0,1459,664,221,140.2961154131,2.620866847954,None,None,304.083333,
6,2,0,1459,667,222,140.2961154131,1.302173635336,None,None,151.083333,
6,2,0,1459,670,223,140.2961154131,1.819308228519,None,None,211.083333,
6,2,0,1459,673,224,140.2961154131,0.061050611695,None,None,7.083333,
6,2,0,1459,676,225,140.2961154131,2.620866847954,None,None,304.083333,
6,2,0,1459,679,226,140.2961154131,-0.430227251829,None,None,-49.916667,
6,2,0,1459,682,227,140.2961154131,0.061050611695,None,None,7.083333,
6,2,0,1459,685,228,140.2961154131,-1.180072411945,None,None,-136.916667,
6,2,0,1459,688,229,140.2961154131,-0.818078196717,None,None,-94.916667,
6,2,0,1459,691,230,140.2961154131,-1.567923356833,None,None,-181.916667,
6,2,0,1459,694,231,140.2961154131,-1.723063734788,None,None,-199.916667,
6,2,0,1459,697,232,140.2961154131,2.750150496250,None,None,319.083333,
6,2,0,1459,700,233,140.2961154131,-2.731476191496,None,None,-316.916667,
6,2,0,1459,703,234,140.2961154131,3.086287981819,None,None,358.083333,
6,2,0,1459,706,235,140.2961154131,-0.197516684896,None,None,-22.916667,
6,2,0,1459,709,236,140.2961154131,-1.335212789900,None,None,-154.916667,
6,2,0,1459,712,237,140.2961154131,2.776007225909,None,None,322.083333,
6,2,0,1459,715,238,140.2961154131,-1.283499330582,None,None,-148.916667,
6,2,0,1459,718,239,140.2961154131,-1.567923356833,None,None,-181.916667,
6,2,0,1459,721,240,140.2961154131,-0.559510900125,None,None,-64.916667,
6,2,0,1459,724,241,140.2961154131,1.586597661587,None,None,184.083333,
6,2,0,1459,727,242,140.2961154131,-1.335212789900,None,None,-154.916667,
6,0,1,2,2,0,140.2961154131,-0.750563402607,None,None,-87.083333,
6,0,1,2,5,1,140.2961154131,-0.517852835674,None,None,-60.083333,
6,0,1,2,8,2,140.2961154131,-1.500408562723,None,None,-174.083333,
6,0,1,2,11,3,140.2961154131,2.662524912405,None,None,308.916667,
6,0,1,2,14,4,140.2961154131,-0.750563402607,None,None,-87.083333,
6,0,1,2,17,5,140.2961154131,-1.655548940678,None,None,-192.083333,
6,0,1,2,20,6,140.2961154131,-0.672993213629,None,None,-78.083333,
6,0,1,2,23,7,140.2961154131,1.343831699787,None,None,155.916667,
6,0,1,2,26,8,140.2961154131,1.214548051491,None,None,140.916667,
6,0,1,2,29,9,140.2961154131,-2.379537371135,None,None,-276.083333,
6,0,1,2,32,10,140.2961154131,1.576542266719,None,None,182.916667,
6,0,1,2,35,11,140.2961154131,2.921092208996,None,None,338.916667,
6,0,1,2,38,12,140.2961154131,-0.362712457719,None,None,-42.083333,
6,0,1,2,41,13,140.2961154131,2.041963400584,None,None,236.916667,
6,0,1,2,44,14,140.2961154131,-0.724706672947,None,None,-84.083333,
6,0,1,2,47,15,140.2961154131,1.188691321832,None,None,137.916667,
6,0,1,2,50,16,140.2961154131,-1.448695103404,None,None,-168.083333,
6,0,1,2,53,17,140.2961154131,-1.345268184768,None,None,-156.083333,
6,0,1,2,56,18,140.2961154131,-1.914116237270,None,None,-222.083333,
6,0,1,2,59,19,140.2961154131,-0.517852835674,None,None,-60.083333,
6,0,1,2,62,20,140.2961154131,-3.129382531251,None,None,-363.083333,
6,0,1,2,65,21,140.2961154131,-1.293554725449,None,None,-150.083333,
6,0,1,2,68,22,140.2961154131,0.645699998989,None,None,74.916667,
6,0,1,2,71,23,140.2961154131,2.300530697176,None,None,266.916667,
6,0,1,2,74,24,140.2961154131,-1.138414347494,None,None,-132.083333,
6,0,1,2,77,25,140.2961154131,-2.146826804202,None,None,-249.083333,
6,0,1,2,80,26,140.2961154131,-1.810689318633,None,None,-210.083333,
6,0,1,2,83,27,140.2961154131,0.645699998989,None,None,74.916667,
6,0,1,2,86,28,140.2961154131,-0.517852835674,None,None,-60.083333,
6,0,1,2,89,29,140.2961154131,-0.802276861925,None,None,-93.083333,
6,0,1,2,92,30,140.2961154131,-0.130001890786,None,None,-15.083333,
6,0,1,2,95,31,140.2961154131,1.343831699787,None,None,155.916667,
6,0,1,2,98,32,140.2961154131,1.136977862513,None,None,131.916667,
6,0,1,2,101,33,140.2961154131,-1.371124914427,None,None,-159.083333,
6,0,1,2,104,34,140.2961154131,-0.750563402607,None,None,-87.083333,
6,0,1,2,107,35,140.2961154131,-0.181715350105,None,None,-21.083333,
6,0,1,2,110,36,140.2961154131,-0.983273969539,None,None,-114.083333,
6,0,1,2,113,37,140.2961154131,1.576542266719,None,None,182.916667,
6,0,1,2,116,38,140.2961154131,-2.663961397386,None,None,-309.083333,
6,0,1,2,119,39,140.2961154131,3.127946046270,None,None,362.916667,
