n,len,mean_v,frac_ge_1,frac_ge_2,frac_ge_3,frac_ge_4,frac_ge_5,frac_ge_6,frac_ge_7,frac_ge_8,frac_ge_9,frac_ge_10
5982757,21,2.666667,1.000000,0.666667,0.380952,0.285714,0.190476,0.095238,0.047619,0.000000,0.000000,0.000000
4109183,56,1.982143,1.000000,0.464286,0.339286,0.107143,0.053571,0.017857,0.000000,0.000000,0.000000,0.000000
4632841,49,2.040816,1.000000,0.469388,0.265306,0.163265,0.061224,0.040816,0.040816,0.000000,0.000000,0.000000
6428233,38,2.184211,1.000000,0.473684,0.289474,0.210526,0.105263,0.026316,0.026316,0.026316,0.026316,0.000000
6278173,31,2.322581,1.000000,0.677419,0.419355,0.193548,0.032258,0.000000,0.000000,0.000000,0.000000,0.000000
6450577,67,1.925373,1.000000,0.552239,0.253731,0.089552,0.029851,0.000000,0.000000,0.000000,0.000000,0.000000
3993511,39,2.153846,1.000000,0.512821,0.256410,0.153846,0.076923,0.051282,0.051282,0.025641,0.025641,0.000000
4788353,83,1.855422,1.000000,0.469880,0.192771,0.108434,0.036145,0.012048,0.012048,0.012048,0.012048,0.000000
909965,17,2.764706,1.000000,0.705882,0.529412,0.294118,0.176471,0.058824,0.000000,0.000000,0.000000,0.000000
3438461,43,2.093023,1.000000,0.511628,0.302326,0.139535,0.046512,0.046512,0.023256,0.023256,0.000000,0.000000
6885709,101,1.811881,1.000000,0.455446,0.207921,0.108911,0.029703,0.009901,0.000000,0.000000,0.000000,0.000000
7124759,38,2.184211,1.000000,0.473684,0.210526,0.131579,0.131579,0.078947,0.052632,0.052632,0.026316,0.026316
5369779,30,2.333333,1.000000,0.500000,0.300000,0.200000,0.100000,0.100000,0.066667,0.033333,0.033333,0.000000
27865,29,2.103448,1.000000,0.517241,0.241379,0.172414,0.103448,0.034483,0.034483,0.000000,0.000000,0.000000
1497719,50,2.000000,1.000000,0.460000,0.260000,0.140000,0.060000,0.040000,0.020000,0.020000,0.000000,0.000000
6311767,62,1.951613,1.000000,0.435484,0.258065,0.161290,0.064516,0.016129,0.016129,0.000000,0.000000,0.000000
3643891,24,2.500000,1.000000,0.750000,0.416667,0.208333,0.083333,0.041667,0.000000,0.000000,0.000000,0.000000
8336077,34,2.264706,1.000000,0.529412,0.382353,0.205882,0.088235,0.029412,0.029412,0.000000,0.000000,0.000000
5824249,74,1.891892,1.000000,0.472973,0.229730,0.121622,0.054054,0.013514,0.000000,0.000000,0.000000,0.000000
1028291,27,2.333333,1.000000,0.629630,0.518519,0.148148,0.037037,0.000000,0.000000,0.000000,0.000000,0.000000
4170997,80,1.862500,1.000000,0.462500,0.262500,0.112500,0.025000,0.000000,0.000000,0.000000,0.000000,0.000000
4018135,46,2.065217,1.000000,0.521739,0.260870,0.195652,0.065217,0.021739,0.000000,0.000000,0.000000,0.000000
2688917,28,2.357143,1.000000,0.571429,0.357143,0.214286,0.107143,0.107143,0.000000,0.000000,0.000000,0.000000
4667513,95,1.821053,1.000000,0.421053,0.178947,0.105263,0.052632,0.031579,0.010526,0.010526,0.010526,0.000000
4020211,44,2.090909,1.000000,0.500000,0.227273,0.136364,0.045455,0.045455,0.022727,0.022727,0.022727,0.022727
3078707,64,1.921875,1.000000,0.515625,0.218750,0.078125,0.031250,0.015625,0.015625,0.015625,0.015625,0.015625
2218015,73,1.876712,1.000000,0.506849,0.219178,0.123288,0.027397,0.000000,0.000000,0.000000,0.000000,0.000000
2345213,32,2.250000,1.000000,0.531250,0.312500,0.187500,0.156250,0.062500,0.000000,0.000000,0.000000,0.000000
6567229,72,1.902778,1.000000,0.458333,0.236111,0.111111,0.055556,0.013889,0.013889,0.013889,0.000000,0.000000
4300861,68,1.911765,1.000000,0.441176,0.279412,0.147059,0.044118,0.000000,0.000000,0.000000,0.000000,0.000000
2656763,93,1.817204,1.000000,0.419355,0.215054,0.118280,0.043011,0.010753,0.010753,0.000000,0.000000,0.000000
2530697,42,2.095238,1.000000,0.476190,0.285714,0.190476,0.095238,0.047619,0.000000,0.000000,0.000000,0.000000
750947,50,1.980000,1.000000,0.480000,0.220000,0.140000,0.060000,0.040000,0.020000,0.020000,0.000000,0.000000
6936097,65,1.938462,1.000000,0.507692,0.230769,0.107692,0.046154,0.015385,0.015385,0.015385,0.000000,0.000000
6558817,60,1.966667,1.000000,0.466667,0.233333,0.100000,0.050000,0.033333,0.033333,0.033333,0.016667,0.000000
2536921,23,2.521739,1.000000,0.565217,0.391304,0.260870,0.130435,0.130435,0.043478,0.000000,0.000000,0.000000
2816929,52,2.000000,1.000000,0.461538,0.288462,0.134615,0.076923,0.038462,0.000000,0.000000,0.000000,0.000000
3913147,27,2.407407,1.000000,0.740741,0.481481,0.185185,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4395491,37,2.189189,1.000000,0.567568,0.351351,0.189189,0.027027,0.027027,0.027027,0.000000,0.000000,0.000000
111641,65,1.846154,1.000000,0.523077,0.200000,0.092308,0.030769,0.000000,0.000000,0.000000,0.000000,0.000000
5693165,30,2.333333,1.000000,0.600000,0.366667,0.133333,0.066667,0.033333,0.033333,0.033333,0.033333,0.033333
6430145,43,2.116279,1.000000,0.558140,0.302326,0.116279,0.069767,0.046512,0.023256,0.000000,0.000000,0.000000
5390791,28,2.392857,1.000000,0.571429,0.392857,0.178571,0.071429,0.071429,0.035714,0.035714,0.035714,0.000000
7008617,65,1.938462,1.000000,0.461538,0.230769,0.138462,0.076923,0.030769,0.000000,0.000000,0.000000,0.000000
8169655,56,2.000000,1.000000,0.482143,0.232143,0.125000,0.053571,0.035714,0.035714,0.017857,0.017857,0.000000
693271,64,1.890625,1.000000,0.453125,0.218750,0.125000,0.062500,0.031250,0.000000,0.000000,0.000000,0.000000
2425571,18,2.777778,1.000000,0.611111,0.444444,0.277778,0.166667,0.111111,0.111111,0.055556,0.000000,0.000000
5931011,38,2.184211,1.000000,0.578947,0.315789,0.184211,0.078947,0.026316,0.000000,0.000000,0.000000,0.000000
6764219,89,1.842697,1.000000,0.483146,0.191011,0.112360,0.044944,0.011236,0.000000,0.000000,0.000000,0.000000
5033753,59,1.966102,1.000000,0.474576,0.237288,0.118644,0.067797,0.016949,0.016949,0.016949,0.016949,0.000000
951121,31,2.225806,1.000000,0.483871,0.290323,0.096774,0.096774,0.096774,0.064516,0.032258,0.032258,0.032258
2518235,59,1.949153,1.000000,0.474576,0.203390,0.118644,0.067797,0.016949,0.016949,0.016949,0.016949,0.016949
1032745,121,1.752066,1.000000,0.454545,0.173554,0.090909,0.024793,0.008264,0.000000,0.000000,0.000000,0.000000
7158565,65,1.938462,1.000000,0.476923,0.276923,0.138462,0.046154,0.000000,0.000000,0.000000,0.000000,0.000000
574211,61,1.901639,1.000000,0.442623,0.229508,0.131148,0.065574,0.016393,0.016393,0.000000,0.000000,0.000000
1543235,31,2.258065,1.000000,0.677419,0.354839,0.161290,0.032258,0.032258,0.000000,0.000000,0.000000,0.000000
6366635,55,2.000000,1.000000,0.436364,0.272727,0.163636,0.072727,0.036364,0.018182,0.000000,0.000000,0.000000
4644587,66,1.924242,1.000000,0.469697,0.257576,0.136364,0.045455,0.015152,0.000000,0.000000,0.000000,0.000000
4983913,64,1.937500,1.000000,0.453125,0.281250,0.109375,0.031250,0.031250,0.015625,0.015625,0.000000,0.000000
3658505,46,2.065217,1.000000,0.500000,0.260870,0.152174,0.043478,0.043478,0.021739,0.021739,0.021739,0.000000
8184599,68,1.926471,1.000000,0.485294,0.250000,0.132353,0.044118,0.014706,0.000000,0.000000,0.000000,0.000000
2381983,61,1.934426,1.000000,0.491803,0.229508,0.147541,0.016393,0.016393,0.016393,0.016393,0.000000,0.000000
5685929,40,2.150000,1.000000,0.550000,0.325000,0.150000,0.100000,0.025000,0.000000,0.000000,0.000000,0.000000
2033587,51,2.000000,1.000000,0.450980,0.274510,0.156863,0.058824,0.019608,0.019608,0.019608,0.000000,0.000000
5980597,35,2.228571,1.000000,0.571429,0.257143,0.200000,0.114286,0.028571,0.028571,0.028571,0.000000,0.000000
8354579,44,2.113636,1.000000,0.590909,0.363636,0.090909,0.022727,0.022727,0.022727,0.000000,0.000000,0.000000
4191011,44,2.090909,1.000000,0.522727,0.318182,0.181818,0.045455,0.022727,0.000000,0.000000,0.000000,0.000000
2444963,47,2.042553,1.000000,0.510638,0.276596,0.148936,0.063830,0.021277,0.021277,0.000000,0.000000,0.000000
3074855,91,1.824176,1.000000,0.450549,0.219780,0.098901,0.043956,0.010989,0.000000,0.000000,0.000000,0.000000
3127667,43,2.093023,1.000000,0.558140,0.255814,0.162791,0.069767,0.023256,0.023256,0.000000,0.000000,0.000000
1650121,65,1.907692,1.000000,0.523077,0.230769,0.107692,0.030769,0.015385,0.000000,0.000000,0.000000,0.000000
1514237,79,1.848101,1.000000,0.481013,0.215190,0.126582,0.025316,0.000000,0.000000,0.000000,0.000000,0.000000
5462863,64,1.937500,1.000000,0.500000,0.234375,0.109375,0.046875,0.031250,0.015625,0.000000,0.000000,0.000000
7054585,41,2.146341,1.000000,0.560976,0.365854,0.097561,0.048780,0.024390,0.024390,0.024390,0.000000,0.000000
5674685,69,1.913043,1.000000,0.449275,0.246377,0.144928,0.043478,0.014493,0.014493,0.000000,0.000000,0.000000
7807177,80,1.875000,1.000000,0.450000,0.237500,0.087500,0.025000,0.025000,0.025000,0.012500,0.012500,0.000000
1914293,22,2.545455,1.000000,0.636364,0.409091,0.272727,0.136364,0.090909,0.000000,0.000000,0.000000,0.000000
4208501,68,1.911765,1.000000,0.500000,0.264706,0.117647,0.029412,0.000000,0.000000,0.000000,0.000000,0.000000
6304825,79,1.873418,1.000000,0.455696,0.227848,0.113924,0.050633,0.012658,0.012658,0.000000,0.000000,0.000000
1955309,27,2.370370,1.000000,0.740741,0.333333,0.148148,0.037037,0.037037,0.037037,0.037037,0.000000,0.000000
2374381,66,1.909091,1.000000,0.469697,0.242424,0.121212,0.045455,0.015152,0.015152,0.000000,0.000000,0.000000
967549,19,2.631579,1.000000,0.684211,0.368421,0.210526,0.105263,0.052632,0.052632,0.052632,0.052632,0.052632
6034775,26,2.461538,1.000000,0.615385,0.384615,0.153846,0.038462,0.038462,0.038462,0.038462,0.038462,0.038462
6416513,108,1.796296,1.000000,0.481481,0.212963,0.083333,0.018519,0.000000,0.000000,0.000000,0.000000,0.000000
5135335,76,1.881579,1.000000,0.434211,0.276316,0.144737,0.026316,0.000000,0.000000,0.000000,0.000000,0.000000
6963821,65,1.938462,1.000000,0.523077,0.246154,0.107692,0.046154,0.015385,0.000000,0.000000,0.000000,0.000000
7121893,70,1.914286,1.000000,0.457143,0.257143,0.171429,0.014286,0.014286,0.000000,0.000000,0.000000,0.000000
836191,55,1.945455,1.000000,0.472727,0.254545,0.145455,0.054545,0.018182,0.000000,0.000000,0.000000,0.000000
8366761,92,1.836957,1.000000,0.500000,0.195652,0.108696,0.021739,0.010870,0.000000,0.000000,0.000000,0.000000
3334283,45,2.066667,1.000000,0.511111,0.288889,0.088889,0.066667,0.022222,0.022222,0.022222,0.022222,0.022222
2666965,47,2.042553,1.000000,0.574468,0.234043,0.148936,0.042553,0.021277,0.021277,0.000000,0.000000,0.000000
5429795,81,1.864198,1.000000,0.469136,0.234568,0.111111,0.037037,0.012346,0.000000,0.000000,0.000000,0.000000
7131499,58,1.982759,1.000000,0.534483,0.258621,0.103448,0.034483,0.034483,0.017241,0.000000,0.000000,0.000000
5389159,47,2.063830,1.000000,0.510638,0.297872,0.148936,0.085106,0.021277,0.000000,0.000000,0.000000,0.000000
6846461,55,2.000000,1.000000,0.509091,0.309091,0.127273,0.054545,0.000000,0.000000,0.000000,0.000000,0.000000
4186511,51,2.019608,1.000000,0.470588,0.294118,0.156863,0.078431,0.019608,0.000000,0.000000,0.000000,0.000000
6391345,28,2.392857,1.000000,0.535714,0.392857,0.178571,0.107143,0.107143,0.035714,0.035714,0.000000,0.000000
637627,40,2.075000,1.000000,0.600000,0.275000,0.150000,0.025000,0.025000,0.000000,0.000000,0.000000,0.000000
6224213,19,2.789474,1.000000,0.684211,0.421053,0.315789,0.105263,0.052632,0.052632,0.052632,0.052632,0.052632
7803389,39,2.179487,1.000000,0.589744,0.358974,0.205128,0.025641,0.000000,0.000000,0.000000,0.000000,0.000000
6751655,55,2.000000,1.000000,0.454545,0.236364,0.145455,0.090909,0.054545,0.018182,0.000000,0.000000,0.000000
5914111,69,1.913043,1.000000,0.463768,0.260870,0.115942,0.057971,0.014493,0.000000,0.000000,0.000000,0.000000
2762839,16,2.937500,1.000000,0.750000,0.562500,0.375000,0.062500,0.062500,0.062500,0.062500,0.000000,0.000000
4347011,20,2.700000,1.000000,0.700000,0.500000,0.300000,0.100000,0.050000,0.050000,0.000000,0.000000,0.000000
279617,15,2.800000,1.000000,0.800000,0.533333,0.200000,0.066667,0.066667,0.066667,0.066667,0.000000,0.000000
2439143,47,2.042553,1.000000,0.404255,0.319149,0.191489,0.085106,0.021277,0.021277,0.000000,0.000000,0.000000
2903993,38,2.157895,1.000000,0.605263,0.263158,0.157895,0.078947,0.026316,0.026316,0.000000,0.000000,0.000000
8204711,22,2.636364,1.000000,0.727273,0.500000,0.227273,0.090909,0.045455,0.045455,0.000000,0.000000,0.000000
6017075,55,2.000000,1.000000,0.490909,0.309091,0.127273,0.036364,0.018182,0.018182,0.000000,0.000000,0.000000
4878731,25,2.480000,1.000000,0.680000,0.320000,0.200000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000
4660313,61,1.950820,1.000000,0.475410,0.278689,0.163934,0.032787,0.000000,0.000000,0.000000,0.000000,0.000000
922805,58,1.931034,1.000000,0.482759,0.241379,0.155172,0.051724,0.000000,0.000000,0.000000,0.000000,0.000000
2769101,52,2.000000,1.000000,0.519231,0.269231,0.134615,0.057692,0.019231,0.000000,0.000000,0.000000,0.000000
6884803,77,1.883117,1.000000,0.506494,0.259740,0.090909,0.012987,0.012987,0.000000,0.000000,0.000000,0.000000
7454219,24,2.541667,1.000000,0.625000,0.416667,0.208333,0.125000,0.083333,0.041667,0.041667,0.000000,0.000000
3322511,45,2.066667,1.000000,0.488889,0.288889,0.133333,0.066667,0.044444,0.022222,0.022222,0.000000,0.000000
1122673,25,2.400000,1.000000,0.680000,0.480000,0.160000,0.040000,0.040000,0.000000,0.000000,0.000000,0.000000
4069525,68,1.911765,1.000000,0.470588,0.264706,0.117647,0.044118,0.014706,0.000000,0.000000,0.000000,0.000000
3074887,79,1.860759,1.000000,0.468354,0.189873,0.101266,0.050633,0.025316,0.012658,0.012658,0.000000,0.000000
2154019,73,1.876712,1.000000,0.465753,0.232877,0.109589,0.054795,0.013699,0.000000,0.000000,0.000000,0.000000
397027,31,2.193548,1.000000,0.580645,0.354839,0.129032,0.032258,0.032258,0.032258,0.032258,0.000000,0.000000
4939403,59,1.966102,1.000000,0.491525,0.237288,0.135593,0.067797,0.016949,0.016949,0.000000,0.000000,0.000000
1003885,56,1.946429,1.000000,0.482143,0.267857,0.089286,0.035714,0.035714,0.035714,0.000000,0.000000,0.000000
8277161,44,2.113636,1.000000,0.590909,0.318182,0.159091,0.045455,0.000000,0.000000,0.000000,0.000000,0.000000
3463853,77,1.870130,1.000000,0.480519,0.233766,0.077922,0.038961,0.025974,0.012987,0.000000,0.000000,0.000000
426371,77,1.831169,1.000000,0.467532,0.220779,0.129870,0.012987,0.000000,0.000000,0.000000,0.000000,0.000000
7011953,77,1.883117,1.000000,0.454545,0.220779,0.116883,0.051948,0.025974,0.012987,0.000000,0.000000,0.000000
6962725,77,1.883117,1.000000,0.506494,0.207792,0.116883,0.038961,0.012987,0.000000,0.000000,0.000000,0.000000
5865497,62,1.951613,1.000000,0.548387,0.274194,0.096774,0.032258,0.000000,0.000000,0.000000,0.000000,0.000000
3453419,77,1.870130,1.000000,0.493506,0.194805,0.116883,0.051948,0.012987,0.000000,0.000000,0.000000,0.000000
7962775,27,2.444444,1.000000,0.629630,0.222222,0.148148,0.074074,0.074074,0.074074,0.074074,0.074074,0.074074
3032203,79,1.860759,1.000000,0.481013,0.215190,0.126582,0.037975,0.000000,0.000000,0.000000,0.000000,0.000000
3507109,77,1.870130,1.000000,0.454545,0.233766,0.129870,0.051948,0.000000,0.000000,0.000000,0.000000,0.000000
3933329,22,2.590909,1.000000,0.727273,0.500000,0.136364,0.045455,0.045455,0.045455,0.045455,0.045455,0.000000
3683149,70,1.900000,1.000000,0.428571,0.257143,0.128571,0.071429,0.014286,0.000000,0.000000,0.000000,0.000000
2443643,30,2.300000,1.000000,0.666667,0.366667,0.133333,0.066667,0.066667,0.000000,0.000000,0.000000,0.000000
7904923,68,1.926471,1.000000,0.544118,0.250000,0.088235,0.014706,0.014706,0.014706,0.000000,0.000000,0.000000
976331,17,2.764706,1.000000,0.764706,0.411765,0.294118,0.117647,0.117647,0.058824,0.000000,0.000000,0.000000
3949943,58,1.965517,1.000000,0.500000,0.241379,0.137931,0.034483,0.017241,0.017241,0.017241,0.000000,0.000000
465245,46,2.000000,1.000000,0.543478,0.304348,0.108696,0.021739,0.021739,0.000000,0.000000,0.000000,0.000000
5635379,62,1.951613,1.000000,0.467742,0.290323,0.112903,0.048387,0.016129,0.016129,0.000000,0.000000,0.000000
1947425,70,1.885714,1.000000,0.442857,0.242857,0.142857,0.028571,0.014286,0.014286,0.000000,0.000000,0.000000
3797527,41,2.121951,1.000000,0.512195,0.317073,0.195122,0.097561,0.000000,0.000000,0.000000,0.000000,0.000000
5747621,57,1.982456,1.000000,0.491228,0.280702,0.157895,0.052632,0.000000,0.000000,0.000000,0.000000,0.000000
5761547,28,2.392857,1.000000,0.678571,0.464286,0.178571,0.071429,0.000000,0.000000,0.000000,0.000000,0.000000
1406801,57,1.947368,1.000000,0.508772,0.280702,0.140351,0.017544,0.000000,0.000000,0.000000,0.000000,0.000000
6018067,91,1.835165,1.000000,0.439560,0.219780,0.109890,0.054945,0.010989,0.000000,0.000000,0.000000,0.000000
3768839,99,1.808081,1.000000,0.444444,0.242424,0.101010,0.020202,0.000000,0.000000,0.000000,0.000000,0.000000
4711633,83,1.855422,1.000000,0.457831,0.253012,0.108434,0.024096,0.012048,0.000000,0.000000,0.000000,0.000000
1698313,24,2.458333,1.000000,0.666667,0.375000,0.208333,0.125000,0.083333,0.000000,0.000000,0.000000,0.000000
4419107,37,2.189189,1.000000,0.594595,0.405405,0.135135,0.054054,0.000000,0.000000,0.000000,0.000000,0.000000
1588903,84,1.833333,1.000000,0.476190,0.202381,0.107143,0.023810,0.011905,0.011905,0.000000,0.000000,0.000000
2436731,30,2.300000,1.000000,0.600000,0.400000,0.200000,0.033333,0.033333,0.033333,0.000000,0.000000,0.000000
4404463,78,1.871795,1.000000,0.448718,0.256410,0.128205,0.012821,0.012821,0.012821,0.000000,0.000000,0.000000
4871929,71,1.901408,1.000000,0.507042,0.211268,0.112676,0.056338,0.014085,0.000000,0.000000,0.000000,0.000000
7426055,63,1.952381,1.000000,0.476190,0.222222,0.142857,0.031746,0.031746,0.015873,0.015873,0.015873,0.000000
7074625,12,3.500000,1.000000,0.916667,0.666667,0.333333,0.166667,0.166667,0.166667,0.083333,0.000000,0.000000
2716945,81,1.851852,1.000000,0.543210,0.234568,0.061728,0.012346,0.000000,0.000000,0.000000,0.000000,0.000000
4345889,73,1.890411,1.000000,0.493151,0.205479,0.109589,0.041096,0.013699,0.013699,0.013699,0.000000,0.000000
6199973,72,1.902778,1.000000,0.472222,0.236111,0.111111,0.041667,0.027778,0.013889,0.000000,0.000000,0.000000
36127,66,1.818182,1.000000,0.439394,0.181818,0.106061,0.045455,0.030303,0.015152,0.000000,0.000000,0.000000
1392779,69,1.884058,1.000000,0.492754,0.217391,0.115942,0.057971,0.000000,0.000000,0.000000,0.000000,0.000000
7012589,65,1.938462,1.000000,0.461538,0.276923,0.123077,0.030769,0.015385,0.015385,0.015385,0.000000,0.000000
1315661,59,1.932203,1.000000,0.525424,0.254237,0.118644,0.033898,0.000000,0.000000,0.000000,0.000000,0.000000
5230901,64,1.937500,1.000000,0.500000,0.281250,0.125000,0.031250,0.000000,0.000000,0.000000,0.000000,0.000000
6601523,48,2.062500,1.000000,0.562500,0.354167,0.083333,0.041667,0.020833,0.000000,0.000000,0.000000,0.000000
2553101,35,2.200000,1.000000,0.542857,0.342857,0.171429,0.028571,0.028571,0.028571,0.028571,0.028571,0.000000
6922769,24,2.541667,1.000000,0.666667,0.541667,0.250000,0.041667,0.041667,0.000000,0.000000,0.000000,0.000000
3451747,65,1.923077,1.000000,0.492308,0.230769,0.123077,0.046154,0.030769,0.000000,0.000000,0.000000,0.000000
5121301,30,2.333333,1.000000,0.600000,0.433333,0.200000,0.066667,0.033333,0.000000,0.000000,0.000000,0.000000
3225583,43,2.093023,1.000000,0.604651,0.279070,0.116279,0.069767,0.023256,0.000000,0.000000,0.000000,0.000000
1325843,52,1.980769,1.000000,0.480769,0.250000,0.134615,0.057692,0.038462,0.019231,0.000000,0.000000,0.000000
5839319,57,1.982456,1.000000,0.473684,0.245614,0.140351,0.052632,0.035088,0.017544,0.017544,0.000000,0.000000
2967353,38,2.157895,1.000000,0.605263,0.342105,0.184211,0.026316,0.000000,0.000000,0.000000,0.000000,0.000000
6001333,45,2.088889,1.000000,0.555556,0.266667,0.177778,0.066667,0.022222,0.000000,0.000000,0.000000,0.000000
4422809,102,1.803922,1.000000,0.441176,0.225490,0.107843,0.029412,0.000000,0.000000,0.000000,0.000000,0.000000
6618973,65,1.938462,1.000000,0.523077,0.261538,0.123077,0.015385,0.015385,0.000000,0.000000,0.000000,0.000000
3918691,63,1.936508,1.000000,0.476190,0.253968,0.126984,0.047619,0.031746,0.000000,0.000000,0.000000,0.000000
410437,60,1.900000,1.000000,0.483333,0.266667,0.133333,0.016667,0.000000,0.000000,0.000000,0.000000,0.000000
1650535,77,1.857143,1.000000,0.480519,0.207792,0.077922,0.038961,0.025974,0.025974,0.000000,0.000000,0.000000
6780433,48,2.062500,1.000000,0.500000,0.291667,0.145833,0.083333,0.020833,0.020833,0.000000,0.000000,0.000000
2438665,47,2.042553,1.000000,0.510638,0.297872,0.170213,0.063830,0.000000,0.000000,0.000000,0.000000,0.000000
3848161,63,1.936508,1.000000,0.412698,0.238095,0.126984,0.079365,0.031746,0.015873,0.015873,0.015873,0.000000
6277439,79,1.873418,1.000000,0.443038,0.265823,0.126582,0.037975,0.000000,0.000000,0.000000,0.000000,0.000000
1309183,105,1.780952,1.000000,0.476190,0.180952,0.085714,0.028571,0.009524,0.000000,0.000000,0.000000,0.000000
2804369,33,2.242424,1.000000,0.666667,0.363636,0.151515,0.030303,0.030303,0.000000,0.000000,0.000000,0.000000
1309999,52,1.980769,1.000000,0.403846,0.230769,0.153846,0.096154,0.038462,0.038462,0.019231,0.000000,0.000000
7841633,58,1.982759,1.000000,0.448276,0.275862,0.137931,0.051724,0.034483,0.034483,0.000000,0.000000,0.000000
909691,34,2.176471,1.000000,0.647059,0.294118,0.176471,0.029412,0.029412,0.000000,0.000000,0.000000,0.000000
2730883,81,1.851852,1.000000,0.395062,0.209877,0.123457,0.061728,0.037037,0.012346,0.012346,0.000000,0.000000
7459787,34,2.264706,1.000000,0.647059,0.323529,0.147059,0.029412,0.029412,0.029412,0.029412,0.029412,0.000000
4149823,68,1.911765,1.000000,0.426471,0.191176,0.132353,0.073529,0.044118,0.014706,0.014706,0.014706,0.000000
3073787,67,1.910448,1.000000,0.477612,0.238806,0.149254,0.044776,0.000000,0.000000,0.000000,0.000000,0.000000
3908371,75,1.880000,1.000000,0.440000,0.280000,0.106667,0.040000,0.013333,0.000000,0.000000,0.000000,0.000000
1603585,19,2.684211,1.000000,0.736842,0.315789,0.210526,0.105263,0.105263,0.052632,0.052632,0.052632,0.052632
5991925,62,1.951613,1.000000,0.500000,0.258065,0.129032,0.048387,0.016129,0.000000,0.000000,0.000000,0.000000
48391,62,1.838710,1.000000,0.403226,0.258065,0.112903,0.032258,0.016129,0.016129,0.000000,0.000000,0.000000
3928187,39,2.153846,1.000000,0.538462,0.256410,0.179487,0.051282,0.025641,0.025641,0.025641,0.025641,0.025641
3224125,38,2.157895,1.000000,0.552632,0.368421,0.184211,0.052632,0.000000,0.000000,0.000000,0.000000,0.000000
4986431,76,1.881579,1.000000,0.460526,0.223684,0.157895,0.039474,0.000000,0.000000,0.000000,0.000000,0.000000
4336457,73,1.890411,1.000000,0.465753,0.219178,0.123288,0.041096,0.027397,0.013699,0.000000,0.000000,0.000000
6995779,60,1.966667,1.000000,0.516667,0.250000,0.166667,0.033333,0.000000,0.000000,0.000000,0.000000,0.000000
4178005,20,2.700000,1.000000,0.800000,0.400000,0.200000,0.100000,0.100000,0.050000,0.050000,0.000000,0.000000
883277,19,2.631579,1.000000,0.631579,0.473684,0.210526,0.105263,0.105263,0.052632,0.052632,0.000000,0.000000
7088591,91,1.835165,1.000000,0.461538,0.197802,0.076923,0.043956,0.010989,0.010989,0.010989,0.010989,0.010989
2683325,105,1.790476,1.000000,0.447619,0.190476,0.076190,0.038095,0.009524,0.009524,0.009524,0.009524,0.000000
7955753,56,2.000000,1.000000,0.535714,0.214286,0.089286,0.053571,0.053571,0.017857,0.017857,0.017857,0.000000
6209945,43,2.116279,1.000000,0.674419,0.302326,0.116279,0.023256,0.000000,0.000000,0.000000,0.000000,0.000000
5537711,81,1.864198,1.000000,0.444444,0.234568,0.123457,0.037037,0.012346,0.012346,0.000000,0.000000,0.000000
2813575,98,1.806122,1.000000,0.479592,0.193878,0.091837,0.030612,0.010204,0.000000,0.000000,0.000000,0.000000
4436639,90,1.833333,1.000000,0.466667,0.200000,0.077778,0.033333,0.033333,0.011111,0.011111,0.000000,0.000000
949733,128,1.742188,1.000000,0.429688,0.195312,0.085938,0.023438,0.007812,0.000000,0.000000,0.000000,0.000000
5378047,93,1.827957,1.000000,0.408602,0.193548,0.107527,0.064516,0.021505,0.010753,0.010753,0.010753,0.000000
372097,45,2.000000,1.000000,0.533333,0.311111,0.133333,0.022222,0.000000,0.000000,0.000000,0.000000,0.000000
3361781,77,1.870130,1.000000,0.441558,0.272727,0.077922,0.025974,0.012987,0.012987,0.012987,0.012987,0.000000
671315,28,2.285714,1.000000,0.500000,0.392857,0.178571,0.071429,0.071429,0.035714,0.035714,0.000000,0.000000
3471167,19,2.736842,1.000000,0.631579,0.473684,0.315789,0.157895,0.105263,0.052632,0.000000,0.000000,0.000000
6671453,36,2.222222,1.000000,0.527778,0.361111,0.194444,0.111111,0.027778,0.000000,0.000000,0.000000,0.000000
7168561,29,2.379310,1.000000,0.620690,0.413793,0.241379,0.068966,0.034483,0.000000,0.000000,0.000000,0.000000
5412895,18,2.833333,1.000000,0.666667,0.555556,0.277778,0.166667,0.111111,0.055556,0.000000,0.000000,0.000000
5851721,69,1.913043,1.000000,0.434783,0.289855,0.144928,0.043478,0.000000,0.000000,0.000000,0.000000,0.000000
1551637,50,2.000000,1.000000,0.560000,0.280000,0.100000,0.040000,0.020000,0.000000,0.000000,0.000000,0.000000
1568261,60,1.933333,1.000000,0.516667,0.216667,0.100000,0.033333,0.033333,0.016667,0.016667,0.000000,0.000000
2033687,34,2.205882,1.000000,0.500000,0.323529,0.205882,0.117647,0.029412,0.029412,0.000000,0.000000,0.000000
1571873,67,1.895522,1.000000,0.522388,0.179104,0.104478,0.059701,0.014925,0.014925,0.000000,0.000000,0.000000
4541551,61,1.950820,1.000000,0.475410,0.213115,0.131148,0.065574,0.016393,0.016393,0.016393,0.016393,0.000000
3030059,79,1.860759,1.000000,0.468354,0.202532,0.113924,0.025316,0.012658,0.012658,0.012658,0.012658,0.000000
7343707,58,1.982759,1.000000,0.534483,0.258621,0.120690,0.034483,0.034483,0.000000,0.000000,0.000000,0.000000
